"Cost per message in BRL on the WhatsApp Business Platform, effective July 1, 2026 - Reflecting volume tiers for utility and authentication messages",,,,,,,,,,,,,,,,
Volume tiers apply only to utility and authentication messages. Learn more here:,,,,,https://developers.facebook.com/docs/whatsapp/pricing/volume-tiers,,,,,,,,,,,
"Market
(per rate card)",,Utility,,,,,Authentication,,,,,Authentication-International,,,,
,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,
,Currency,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate
,BRL,"1,000,001","4,500,000",Tier rate,0.0041,-10%,"2,000,001","10,000,000",Tier rate,0.0041,-10%,n/a,n/a,n/a,n/a,n/a
,BRL,"4,500,001","40,000,000",Tier rate,0.0039,-15%,"10,000,001","20,000,000",Tier rate,0.0039,-15%,n/a,n/a,n/a,n/a,n/a
,BRL,"40,000,001","80,000,000",Tier rate,0.0037,-20%,"20,000,001","40,000,000",Tier rate,0.0037,-20%,n/a,n/a,n/a,n/a,n/a
,BRL,"80,000,001",--,Tier rate,0.0035,-25%,"40,000,001",--,Tier rate,0.0035,-25%,n/a,n/a,n/a,n/a,n/a
United Arab Emirates,BRL,0,"100,000",List rate,0.0808,0%,0,"300,000",List rate,0.0808,0%,0,"300,000",List rate,0.2625,0%
,BRL,"100,001","1,000,000",Tier rate,0.0768,-5%,"300,001","2,000,000",Tier rate,0.0768,-5%,"300,001","2,000,000",Tier rate,0.2494,-5%
,BRL,"1,000,001","4,500,000",Tier rate,0.0727,-10%,"2,000,001","10,000,000",Tier rate,0.0727,-10%,"2,000,001","10,000,000",Tier rate,0.2363,-10%
,BRL,"4,500,001","40,000,000",Tier rate,0.0687,-15%,"10,000,001","20,000,000",Tier rate,0.0687,-15%,"10,000,001","20,000,000",Tier rate,0.2231,-15%
,BRL,"40,000,001","80,000,000",Tier rate,0.0646,-20%,"20,000,001","40,000,000",Tier rate,0.0646,-20%,"20,000,001","40,000,000",Tier rate,0.2100,-20%
,BRL,"80,000,001",--,Tier rate,0.0606,-25%,"40,000,001",--,Tier rate,0.0606,-25%,"40,000,001",--,Tier rate,0.1969,-25%
United Kingdom,BRL,0,"100,000",List rate,0.1132,0%,0,"300,000",List rate,0.1132,0%,n/a,n/a,n/a,n/a,n/a
,BRL,"100,001","1,000,000",Tier rate,0.1075,-5%,"300,001","2,000,000",Tier rate,0.1075,-5%,n/a,n/a,n/a,n/a,n/a
,BRL,"1,000,001","4,500,000",Tier rate,0.1019,-10%,"2,000,001","10,000,000",Tier rate,0.1019,-10%,n/a,n/a,n/a,n/a,n/a
,BRL,"4,500,001","40,000,000",Tier rate,0.0962,-15%,"10,000,001","20,000,000",Tier rate,0.0962,-15%,n/a,n/a,n/a,n/a,n/a
,BRL,"40,000,001","80,000,000",Tier rate,0.0906,-20%,"20,000,001","40,000,000",Tier rate,0.0906,-20%,n/a,n/a,n/a,n/a,n/a
,BRL,"80,000,001",--,Tier rate,0.0849,-25%,"40,000,001",--,Tier rate,0.0849,-25%,n/a,n/a,n/a,n/a,n/a
North America,BRL,0,"80,000",List rate,0.0175,0%,0,"100,000",List rate,0.0175,0%,n/a,n/a,n/a,n/a,n/a
,BRL,"80,001","750,000",Tier rate,0.0166,-5%,"100,001","500,000",Tier rate,0.0166,-5%,n/a,n/a,n/a,n/a,n/a
,BRL,"750,001","2,250,000",Tier rate,0.0158,-10%,"500,001","2,000,000",Tier rate,0.0158,-10%,n/a,n/a,n/a,n/a,n/a
,BRL,"2,250,001","3,000,000",Tier rate,0.0149,-15%,"2,000,001","5,000,000",Tier rate,0.0149,-15%,n/a,n/a,n/a,n/a,n/a
,BRL,"3,000,001","6,000,000",Tier rate,0.0140,-20%,"5,000,001","10,000,000",Tier rate,0.0140,-20%,n/a,n/a,n/a,n/a,n/a
,BRL,"6,000,001",--,Tier rate,0.0131,-25%,"10,000,001",--,Tier rate,0.0131,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Africa,BRL,0,"100,000",List rate,0.0206,0%,0,"300,000",List rate,0.0206,0%,n/a,n/a,n/a,n/a,n/a
,BRL,"100,001","1,000,000",Tier rate,0.0196,-5%,"300,001","2,000,000",Tier rate,0.0196,-5%,n/a,n/a,n/a,n/a,n/a
,BRL,"1,000,001","4,500,000",Tier rate,0.0185,-10%,"2,000,001","10,000,000",Tier rate,0.0185,-10%,n/a,n/a,n/a,n/a,n/a
,BRL,"4,500,001","40,000,000",Tier rate,0.0175,-15%,"10,000,001","20,000,000",Tier rate,0.0175,-15%,n/a,n/a,n/a,n/a,n/a
,BRL,"40,000,001","80,000,000",Tier rate,0.0165,-20%,"20,000,001","40,000,000",Tier rate,0.0165,-20%,n/a,n/a,n/a,n/a,n/a
,BRL,"80,000,001",--,Tier rate,0.0155,-25%,"40,000,001",--,Tier rate,0.0155,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Asia Pacific,BRL,0,"150,000",List rate,0.0582,0%,0,"100,000",List rate,0.0582,0%,n/a,n/a,n/a,n/a,n/a
,BRL,"150,001","1,000,000",Tier rate,0.0553,-5%,"100,001","300,000",Tier rate,0.0553,-5%,n/a,n/a,n/a,n/a,n/a
,BRL,"1,000,001","4,000,000",Tier rate,0.0524,-10%,"300,001","1,000,000",Tier rate,0.0524,-10%,n/a,n/a,n/a,n/a,n/a
,BRL,"4,000,001","25,000,000",Tier rate,0.0495,-15%,"1,000,001","10,000,000",Tier rate,0.0495,-15%,n/a,n/a,n/a,n/a,n/a
,BRL,"25,000,001","50,000,000",Tier rate,0.0466,-20%,"10,000,001","20,000,000",Tier rate,0.0466,-20%,n/a,n/a,n/a,n/a,n/a
,BRL,"50,000,001",--,Tier rate,0.0437,-25%,"20,000,001",--,Tier rate,0.0437,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Central & Eastern Europe,BRL,0,"100,000",List rate,0.1091,0%,0,"300,000",List rate,0.1091,0%,n/a,n/a,n/a,n/a,n/a
,BRL,"100,001","1,000,000",Tier rate,0.1036,-5%,"300,001","2,000,000",Tier rate,0.1036,-5%,n/a,n/a,n/a,n/a,n/a
,BRL,"1,000,001","4,500,000",Tier rate,0.0982,-10%,"2,000,001","10,000,000",Tier rate,0.0982,-10%,n/a,n/a,n/a,n/a,n/a
,BRL,"4,500,001","40,000,000",Tier rate,0.0927,-15%,"10,000,001","20,000,000",Tier rate,0.0927,-15%,n/a,n/a,n/a,n/a,n/a
,BRL,"40,000,001","80,000,000",Tier rate,0.0873,-20%,"20,000,001","40,000,000",Tier rate,0.0873,-20%,n/a,n/a,n/a,n/a,n/a
,BRL,"80,000,001",--,Tier rate,0.0818,-25%,"40,000,001",--,Tier rate,0.0818,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Latin America,BRL,0,"100,000",List rate,0.0582,0%,0,"120,000",List rate,0.0582,0%,n/a,n/a,n/a,n/a,n/a
,BRL,"100,001","1,000,000",Tier rate,0.0553,-5%,"120,001","400,000",Tier rate,0.0553,-5%,n/a,n/a,n/a,n/a,n/a
,BRL,"1,000,001","4,500,000",Tier rate,0.0524,-10%,"400,001","1,000,000",Tier rate,0.0524,-10%,n/a,n/a,n/a,n/a,n/a
,BRL,"4,500,001","15,000,000",Tier rate,0.0495,-15%,"1,000,001","5,000,000",Tier rate,0.0495,-15%,n/a,n/a,n/a,n/a,n/a
,BRL,"15,000,001","30,000,000",Tier rate,0.0466,-20%,"5,000,001","10,000,000",Tier rate,0.0466,-20%,n/a,n/a,n/a,n/a,n/a
,BRL,"30,000,001",--,Tier rate,0.0437,-25%,"10,000,001",--,Tier rate,0.0437,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Middle East,BRL,0,"100,000",List rate,0.0468,0%,0,"300,000",List rate,0.0468,0%,n/a,n/a,n/a,n/a,n/a
,BRL,"100,001","1,000,000",Tier rate,0.0445,-5%,"300,001","2,000,000",Tier rate,0.0445,-5%,n/a,n/a,n/a,n/a,n/a
,BRL,"1,000,001","4,500,000",Tier rate,0.0421,-10%,"2,000,001","10,000,000",Tier rate,0.0421,-10%,n/a,n/a,n/a,n/a,n/a
,BRL,"4,500,001","40,000,000",Tier rate,0.0398,-15%,"10,000,001","20,000,000",Tier rate,0.0398,-15%,n/a,n/a,n/a,n/a,n/a
,BRL,"40,000,001","80,000,000",Tier rate,0.0374,-20%,"20,000,001","40,000,000",Tier rate,0.0374,-20%,n/a,n/a,n/a,n/a,n/a
,BRL,"80,000,001",--,Tier rate,0.0351,-25%,"40,000,001",--,Tier rate,0.0351,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Western Europe,BRL,0,"100,000",List rate,0.0880,0%,0,"300,000",List rate,0.0880,0%,n/a,n/a,n/a,n/a,n/a
,BRL,"100,001","1,000,000",Tier rate,0.0836,-5%,"300,001","2,000,000",Tier rate,0.0836,-5%,n/a,n/a,n/a,n/a,n/a
,BRL,"1,000,001","4,500,000",Tier rate,0.0792,-10%,"2,000,001","10,000,000",Tier rate,0.0792,-10%,n/a,n/a,n/a,n/a,n/a
,BRL,"4,500,001","40,000,000",Tier rate,0.0748,-15%,"10,000,001","20,000,000",Tier rate,0.0748,-15%,n/a,n/a,n/a,n/a,n/a
,BRL,"40,000,001","80,000,000",Tier rate,0.0704,-20%,"20,000,001","40,000,000",Tier rate,0.0704,-20%,n/a,n/a,n/a,n/a,n/a
,BRL,"80,000,001",--,Tier rate,0.0660,-25%,"40,000,001",--,Tier rate,0.0660,-25%,n/a,n/a,n/a,n/a,n/a
Other,BRL,0,"80,000",List rate,0.0396,0%,0,"100,000",List rate,0.0396,0%,n/a,n/a,n/a,n/a,n/a
,BRL,"80,001","750,000",Tier rate,0.0376,-5%,"100,001","500,000",Tier rate,0.0376,-5%,n/a,n/a,n/a,n/a,n/a
,BRL,"750,001","2,250,000",Tier rate,0.0356,-10%,"500,001","2,000,000",Tier rate,0.0356,-10%,n/a,n/a,n/a,n/a,n/a
,BRL,"2,250,001","3,000,000",Tier rate,0.0337,-15%,"2,000,001","5,000,000",Tier rate,0.0337,-15%,n/a,n/a,n/a,n/a,n/a
,BRL,"3,000,001","6,000,000",Tier rate,0.0317,-20%,"5,000,001","10,000,000",Tier rate,0.0317,-20%,n/a,n/a,n/a,n/a,n/a
,BRL,"6,000,001",--,Tier rate,0.0297,-25%,"10,000,001",--,Tier rate,0.0297,-25%,n/a,n/a,n/a,n/a,n/a
