"Cost per message in GBP on the WhatsApp Business Platform, effective July 1, 2026 - Reflecting volume tiers for utility and authentication messages",,,,,,,,,,,,,,,,
Volume tiers apply only to utility and authentication messages. Learn more here:,,,,,https://developers.facebook.com/docs/whatsapp/pricing/volume-tiers,,,,,,,,,,,
"Market
(per rate card)",,Utility,,,,,Authentication,,,,,Authentication-International,,,,
,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,
,Currency,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate
Spain,GBP,0,"100,000",List rate,0.0144,0%,0,"300,000",List rate,0.0144,0%,n/a,n/a,n/a,n/a,n/a
,GBP,"100,001","1,000,000",Tier rate,0.0137,-5%,"300,001","2,000,000",Tier rate,0.0137,-5%,n/a,n/a,n/a,n/a,n/a
,GBP,"1,000,001","4,500,000",Tier rate,0.0130,-10%,"2,000,001","10,000,000",Tier rate,0.0130,-10%,n/a,n/a,n/a,n/a,n/a
,GBP,"4,500,001","40,000,000",Tier rate,0.0122,-15%,"10,000,001","20,000,000",Tier rate,0.0122,-15%,n/a,n/a,n/a,n/a,n/a
,GBP,"40,000,001","80,000,000",Tier rate,0.0115,-20%,"20,000,001","40,000,000",Tier rate,0.0115,-20%,n/a,n/a,n/a,n/a,n/a
,GBP,"80,000,001",--,Tier rate,0.0108,-25%,"40,000,001",--,Tier rate,0.0108,-25%,n/a,n/a,n/a,n/a,n/a
Turkey,GBP,0,"100,000",List rate,0.0006,0%,0,"300,000",List rate,0.0006,0%,n/a,n/a,n/a,n/a,n/a
,GBP,"100,001","1,000,000",Tier rate,0.0006,-5%,"300,001","2,000,000",Tier rate,0.0006,-5%,n/a,n/a,n/a,n/a,n/a
,GBP,"1,000,001","4,500,000",Tier rate,0.0005,-10%,"2,000,001","10,000,000",Tier rate,0.0005,-10%,n/a,n/a,n/a,n/a,n/a
,GBP,"4,500,001","40,000,000",Tier rate,0.0005,-15%,"10,000,001","20,000,000",Tier rate,0.0005,-15%,n/a,n/a,n/a,n/a,n/a
,GBP,"40,000,001","80,000,000",Tier rate,0.0005,-20%,"20,000,001","40,000,000",Tier rate,0.0005,-20%,n/a,n/a,n/a,n/a,n/a
,GBP,"80,000,001",--,Tier rate,0.0005,-25%,"40,000,001",--,Tier rate,0.0005,-25%,n/a,n/a,n/a,n/a,n/a
United Arab Emirates,GBP,0,"100,000",List rate,0.0113,0%,0,"300,000",List rate,0.0113,0%,0,"300,000",List rate,0.0367,0%
,GBP,"100,001","1,000,000",Tier rate,0.0107,-5%,"300,001","2,000,000",Tier rate,0.0107,-5%,"300,001","2,000,000",Tier rate,0.0349,-5%
,GBP,"1,000,001","4,500,000",Tier rate,0.0102,-10%,"2,000,001","10,000,000",Tier rate,0.0102,-10%,"2,000,001","10,000,000",Tier rate,0.0330,-10%
,GBP,"4,500,001","40,000,000",Tier rate,0.0096,-15%,"10,000,001","20,000,000",Tier rate,0.0096,-15%,"10,000,001","20,000,000",Tier rate,0.0312,-15%
,GBP,"40,000,001","80,000,000",Tier rate,0.0090,-20%,"20,000,001","40,000,000",Tier rate,0.0090,-20%,"20,000,001","40,000,000",Tier rate,0.0294,-20%
,GBP,"80,000,001",--,Tier rate,0.0085,-25%,"40,000,001",--,Tier rate,0.0085,-25%,"40,000,001",--,Tier rate,0.0275,-25%
United Kingdom,GBP,0,"100,000",List rate,0.0159,0%,0,"300,000",List rate,0.0159,0%,n/a,n/a,n/a,n/a,n/a
,GBP,"100,001","1,000,000",Tier rate,0.0151,-5%,"300,001","2,000,000",Tier rate,0.0151,-5%,n/a,n/a,n/a,n/a,n/a
,GBP,"1,000,001","4,500,000",Tier rate,0.0143,-10%,"2,000,001","10,000,000",Tier rate,0.0143,-10%,n/a,n/a,n/a,n/a,n/a
,GBP,"4,500,001","40,000,000",Tier rate,0.0135,-15%,"10,000,001","20,000,000",Tier rate,0.0135,-15%,n/a,n/a,n/a,n/a,n/a
,GBP,"40,000,001","80,000,000",Tier rate,0.0127,-20%,"20,000,001","40,000,000",Tier rate,0.0127,-20%,n/a,n/a,n/a,n/a,n/a
,GBP,"80,000,001",--,Tier rate,0.0119,-25%,"40,000,001",--,Tier rate,0.0119,-25%,n/a,n/a,n/a,n/a,n/a
North America,GBP,0,"80,000",List rate,0.0025,0%,0,"100,000",List rate,0.0025,0%,n/a,n/a,n/a,n/a,n/a
,GBP,"80,001","750,000",Tier rate,0.0024,-5%,"100,001","500,000",Tier rate,0.0024,-5%,n/a,n/a,n/a,n/a,n/a
,GBP,"750,001","2,250,000",Tier rate,0.0023,-10%,"500,001","2,000,000",Tier rate,0.0023,-10%,n/a,n/a,n/a,n/a,n/a
,GBP,"2,250,001","3,000,000",Tier rate,0.0021,-15%,"2,000,001","5,000,000",Tier rate,0.0021,-15%,n/a,n/a,n/a,n/a,n/a
,GBP,"3,000,001","6,000,000",Tier rate,0.0020,-20%,"5,000,001","10,000,000",Tier rate,0.0020,-20%,n/a,n/a,n/a,n/a,n/a
,GBP,"6,000,001",--,Tier rate,0.0019,-25%,"10,000,001",--,Tier rate,0.0019,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Africa,GBP,0,"100,000",List rate,0.0029,0%,0,"300,000",List rate,0.0029,0%,n/a,n/a,n/a,n/a,n/a
,GBP,"100,001","1,000,000",Tier rate,0.0028,-5%,"300,001","2,000,000",Tier rate,0.0028,-5%,n/a,n/a,n/a,n/a,n/a
,GBP,"1,000,001","4,500,000",Tier rate,0.0026,-10%,"2,000,001","10,000,000",Tier rate,0.0026,-10%,n/a,n/a,n/a,n/a,n/a
,GBP,"4,500,001","40,000,000",Tier rate,0.0025,-15%,"10,000,001","20,000,000",Tier rate,0.0025,-15%,n/a,n/a,n/a,n/a,n/a
,GBP,"40,000,001","80,000,000",Tier rate,0.0023,-20%,"20,000,001","40,000,000",Tier rate,0.0023,-20%,n/a,n/a,n/a,n/a,n/a
,GBP,"80,000,001",--,Tier rate,0.0022,-25%,"40,000,001",--,Tier rate,0.0022,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Asia Pacific,GBP,0,"150,000",List rate,0.0082,0%,0,"100,000",List rate,0.0082,0%,n/a,n/a,n/a,n/a,n/a
,GBP,"150,001","1,000,000",Tier rate,0.0078,-5%,"100,001","300,000",Tier rate,0.0078,-5%,n/a,n/a,n/a,n/a,n/a
,GBP,"1,000,001","4,000,000",Tier rate,0.0074,-10%,"300,001","1,000,000",Tier rate,0.0074,-10%,n/a,n/a,n/a,n/a,n/a
,GBP,"4,000,001","25,000,000",Tier rate,0.0070,-15%,"1,000,001","10,000,000",Tier rate,0.0070,-15%,n/a,n/a,n/a,n/a,n/a
,GBP,"25,000,001","50,000,000",Tier rate,0.0066,-20%,"10,000,001","20,000,000",Tier rate,0.0066,-20%,n/a,n/a,n/a,n/a,n/a
,GBP,"50,000,001",--,Tier rate,0.0062,-25%,"20,000,001",--,Tier rate,0.0062,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Central & Eastern Europe,GBP,0,"100,000",List rate,0.0152,0%,0,"300,000",List rate,0.0152,0%,n/a,n/a,n/a,n/a,n/a
,GBP,"100,001","1,000,000",Tier rate,0.0144,-5%,"300,001","2,000,000",Tier rate,0.0144,-5%,n/a,n/a,n/a,n/a,n/a
,GBP,"1,000,001","4,500,000",Tier rate,0.0137,-10%,"2,000,001","10,000,000",Tier rate,0.0137,-10%,n/a,n/a,n/a,n/a,n/a
,GBP,"4,500,001","40,000,000",Tier rate,0.0129,-15%,"10,000,001","20,000,000",Tier rate,0.0129,-15%,n/a,n/a,n/a,n/a,n/a
,GBP,"40,000,001","80,000,000",Tier rate,0.0122,-20%,"20,000,001","40,000,000",Tier rate,0.0122,-20%,n/a,n/a,n/a,n/a,n/a
,GBP,"80,000,001",--,Tier rate,0.0114,-25%,"40,000,001",--,Tier rate,0.0114,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Latin America,GBP,0,"100,000",List rate,0.0081,0%,0,"120,000",List rate,0.0081,0%,n/a,n/a,n/a,n/a,n/a
,GBP,"100,001","1,000,000",Tier rate,0.0077,-5%,"120,001","400,000",Tier rate,0.0077,-5%,n/a,n/a,n/a,n/a,n/a
,GBP,"1,000,001","4,500,000",Tier rate,0.0073,-10%,"400,001","1,000,000",Tier rate,0.0073,-10%,n/a,n/a,n/a,n/a,n/a
,GBP,"4,500,001","15,000,000",Tier rate,0.0069,-15%,"1,000,001","5,000,000",Tier rate,0.0069,-15%,n/a,n/a,n/a,n/a,n/a
,GBP,"15,000,001","30,000,000",Tier rate,0.0065,-20%,"5,000,001","10,000,000",Tier rate,0.0065,-20%,n/a,n/a,n/a,n/a,n/a
,GBP,"30,000,001",--,Tier rate,0.0061,-25%,"10,000,001",--,Tier rate,0.0061,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Middle East,GBP,0,"100,000",List rate,0.0065,0%,0,"300,000",List rate,0.0065,0%,n/a,n/a,n/a,n/a,n/a
,GBP,"100,001","1,000,000",Tier rate,0.0062,-5%,"300,001","2,000,000",Tier rate,0.0062,-5%,n/a,n/a,n/a,n/a,n/a
,GBP,"1,000,001","4,500,000",Tier rate,0.0059,-10%,"2,000,001","10,000,000",Tier rate,0.0059,-10%,n/a,n/a,n/a,n/a,n/a
,GBP,"4,500,001","40,000,000",Tier rate,0.0055,-15%,"10,000,001","20,000,000",Tier rate,0.0055,-15%,n/a,n/a,n/a,n/a,n/a
,GBP,"40,000,001","80,000,000",Tier rate,0.0052,-20%,"20,000,001","40,000,000",Tier rate,0.0052,-20%,n/a,n/a,n/a,n/a,n/a
,GBP,"80,000,001",--,Tier rate,0.0049,-25%,"40,000,001",--,Tier rate,0.0049,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Western Europe,GBP,0,"100,000",List rate,0.0123,0%,0,"300,000",List rate,0.0123,0%,n/a,n/a,n/a,n/a,n/a
,GBP,"100,001","1,000,000",Tier rate,0.0117,-5%,"300,001","2,000,000",Tier rate,0.0117,-5%,n/a,n/a,n/a,n/a,n/a
,GBP,"1,000,001","4,500,000",Tier rate,0.0111,-10%,"2,000,001","10,000,000",Tier rate,0.0111,-10%,n/a,n/a,n/a,n/a,n/a
,GBP,"4,500,001","40,000,000",Tier rate,0.0105,-15%,"10,000,001","20,000,000",Tier rate,0.0105,-15%,n/a,n/a,n/a,n/a,n/a
,GBP,"40,000,001","80,000,000",Tier rate,0.0098,-20%,"20,000,001","40,000,000",Tier rate,0.0098,-20%,n/a,n/a,n/a,n/a,n/a
,GBP,"80,000,001",--,Tier rate,0.0092,-25%,"40,000,001",--,Tier rate,0.0092,-25%,n/a,n/a,n/a,n/a,n/a
Other,GBP,0,"80,000",List rate,0.0056,0%,0,"100,000",List rate,0.0056,0%,n/a,n/a,n/a,n/a,n/a
,GBP,"80,001","750,000",Tier rate,0.0053,-5%,"100,001","500,000",Tier rate,0.0053,-5%,n/a,n/a,n/a,n/a,n/a
,GBP,"750,001","2,250,000",Tier rate,0.0050,-10%,"500,001","2,000,000",Tier rate,0.0050,-10%,n/a,n/a,n/a,n/a,n/a
,GBP,"2,250,001","3,000,000",Tier rate,0.0048,-15%,"2,000,001","5,000,000",Tier rate,0.0048,-15%,n/a,n/a,n/a,n/a,n/a
,GBP,"3,000,001","6,000,000",Tier rate,0.0045,-20%,"5,000,001","10,000,000",Tier rate,0.0045,-20%,n/a,n/a,n/a,n/a,n/a
,GBP,"6,000,001",--,Tier rate,0.0042,-25%,"10,000,001",--,Tier rate,0.0042,-25%,n/a,n/a,n/a,n/a,n/a
