"Cost per message in AUD on the WhatsApp Business Platform, effective July 1, 2026 - Reflecting volume tiers for utility and authentication messages",,,,,,,,,,,,,,,,
Volume tiers apply only to utility and authentication messages. Learn more here:,,,,,https://developers.facebook.com/docs/whatsapp/pricing/volume-tiers,,,,,,,,,,,
"Market
(per rate card)",,Utility,,,,,Authentication,,,,,Authentication-International,,,,
,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,
,Currency,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate
,AUD,"50,000,001","100,000,000",Tier rate,0.0016,-12%,"15,000,001","20,000,000",Tier rate,0.0016,-12%,"15,000,001","20,000,000",Tier rate,0.0348,-12%
,AUD,"100,000,001","200,000,000",Tier rate,0.0015,-18%,"20,000,001","50,000,000",Tier rate,0.0015,-18%,"20,000,001","50,000,000",Tier rate,0.0324,-18%
,AUD,"200,000,001","300,000,000",Tier rate,0.0014,-24%,"50,000,001","100,000,000",Tier rate,0.0014,-24%,"50,000,001","100,000,000",Tier rate,0.0300,-24%
,AUD,"300,000,001",--,Tier rate,0.0013,-30%,"100,000,001",--,Tier rate,0.0013,-30%,"100,000,001",--,Tier rate,0.0277,-30%
Indonesia,AUD,0,"750,000",List rate,0.0325,0%,0,"750,000",List rate,0.0325,0%,0,"750,000",List rate,0.1768,0%
,AUD,"750,001","4,000,000",Tier rate,0.0309,-5%,"750,001","2,000,000",Tier rate,0.0309,-5%,"750,001","2,000,000",Tier rate,0.1680,-5%
,AUD,"4,000,001","25,000,000",Tier rate,0.0293,-10%,"2,000,001","6,000,000",Tier rate,0.0293,-10%,"2,000,001","6,000,000",Tier rate,0.1591,-10%
,AUD,"25,000,001","75,000,000",Tier rate,0.0276,-15%,"6,000,001","30,000,000",Tier rate,0.0276,-15%,"6,000,001","30,000,000",Tier rate,0.1503,-15%
,AUD,"75,000,001","150,000,000",Tier rate,0.0260,-20%,"30,000,001","60,000,000",Tier rate,0.0260,-20%,"30,000,001","60,000,000",Tier rate,0.1414,-20%
,AUD,"150,000,001",--,Tier rate,0.0244,-25%,"60,000,001",--,Tier rate,0.0244,-25%,"60,000,001",--,Tier rate,0.1326,-25%
Israel,AUD,0,"100,000",List rate,0.0069,0%,0,"300,000",List rate,0.0069,0%,n/a,n/a,n/a,n/a,n/a
,AUD,"100,001","1,000,000",Tier rate,0.0066,-5%,"300,001","2,000,000",Tier rate,0.0066,-5%,n/a,n/a,n/a,n/a,n/a
,AUD,"1,000,001","4,500,000",Tier rate,0.0062,-10%,"2,000,001","10,000,000",Tier rate,0.0062,-10%,n/a,n/a,n/a,n/a,n/a
