"Cost per message in ARS on the WhatsApp Business Platform, effective July 1, 2026 - Reflecting volume tiers for utility and authentication messages",,,,,,,,,,,,,,,,
Volume tiers apply only to utility and authentication messages. Learn more here:,,,,,https://developers.facebook.com/docs/whatsapp/pricing/volume-tiers,,,,,,,,,,,
"Market
(per rate card)",,Utility,,,,,Authentication,,,,,Authentication-International,,,,
,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,
,Currency,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate
,ARS,"1,000,001","4,500,000",Tier rate,1.1739,-10%,"2,000,001","10,000,000",Tier rate,1.1739,-10%,n/a,n/a,n/a,n/a,n/a
,ARS,"4,500,001","40,000,000",Tier rate,1.1087,-15%,"10,000,001","20,000,000",Tier rate,1.1087,-15%,n/a,n/a,n/a,n/a,n/a
,ARS,"40,000,001","80,000,000",Tier rate,1.0434,-20%,"20,000,001","40,000,000",Tier rate,1.0434,-20%,n/a,n/a,n/a,n/a,n/a
,ARS,"80,000,001",--,Tier rate,0.9782,-25%,"40,000,001",--,Tier rate,0.9782,-25%,n/a,n/a,n/a,n/a,n/a
United Arab Emirates,ARS,0,"100,000",List rate,22.7528,0%,0,"300,000",List rate,22.7528,0%,0,"300,000",List rate,73.9104,0%
,ARS,"100,001","1,000,000",Tier rate,21.6152,-5%,"300,001","2,000,000",Tier rate,21.6152,-5%,"300,001","2,000,000",Tier rate,70.2149,-5%
,ARS,"1,000,001","4,500,000",Tier rate,20.4775,-10%,"2,000,001","10,000,000",Tier rate,20.4775,-10%,"2,000,001","10,000,000",Tier rate,66.5194,-10%
,ARS,"4,500,001","40,000,000",Tier rate,19.3399,-15%,"10,000,001","20,000,000",Tier rate,19.3399,-15%,"10,000,001","20,000,000",Tier rate,62.8238,-15%
,ARS,"40,000,001","80,000,000",Tier rate,18.2022,-20%,"20,000,001","40,000,000",Tier rate,18.2022,-20%,"20,000,001","40,000,000",Tier rate,59.1283,-20%
,ARS,"80,000,001",--,Tier rate,17.0646,-25%,"40,000,001",--,Tier rate,17.0646,-25%,"40,000,001",--,Tier rate,55.4328,-25%
United Kingdom,ARS,0,"100,000",List rate,31.8829,0%,0,"300,000",List rate,31.8829,0%,n/a,n/a,n/a,n/a,n/a
,ARS,"100,001","1,000,000",Tier rate,30.2888,-5%,"300,001","2,000,000",Tier rate,30.2888,-5%,n/a,n/a,n/a,n/a,n/a
,ARS,"1,000,001","4,500,000",Tier rate,28.6946,-10%,"2,000,001","10,000,000",Tier rate,28.6946,-10%,n/a,n/a,n/a,n/a,n/a
,ARS,"4,500,001","40,000,000",Tier rate,27.1005,-15%,"10,000,001","20,000,000",Tier rate,27.1005,-15%,n/a,n/a,n/a,n/a,n/a
,ARS,"40,000,001","80,000,000",Tier rate,25.5063,-20%,"20,000,001","40,000,000",Tier rate,25.5063,-20%,n/a,n/a,n/a,n/a,n/a
,ARS,"80,000,001",--,Tier rate,23.9122,-25%,"40,000,001",--,Tier rate,23.9122,-25%,n/a,n/a,n/a,n/a,n/a
North America,ARS,0,"80,000",List rate,4.9274,0%,0,"100,000",List rate,4.9274,0%,n/a,n/a,n/a,n/a,n/a
,ARS,"80,001","750,000",Tier rate,4.6810,-5%,"100,001","500,000",Tier rate,4.6810,-5%,n/a,n/a,n/a,n/a,n/a
,ARS,"750,001","2,250,000",Tier rate,4.4347,-10%,"500,001","2,000,000",Tier rate,4.4347,-10%,n/a,n/a,n/a,n/a,n/a
,ARS,"2,250,001","3,000,000",Tier rate,4.1883,-15%,"2,000,001","5,000,000",Tier rate,4.1883,-15%,n/a,n/a,n/a,n/a,n/a
,ARS,"3,000,001","6,000,000",Tier rate,3.9419,-20%,"5,000,001","10,000,000",Tier rate,3.9419,-20%,n/a,n/a,n/a,n/a,n/a
,ARS,"6,000,001",--,Tier rate,3.6956,-25%,"10,000,001",--,Tier rate,3.6956,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Africa,ARS,0,"100,000",List rate,5.7969,0%,0,"300,000",List rate,5.7969,0%,n/a,n/a,n/a,n/a,n/a
,ARS,"100,001","1,000,000",Tier rate,5.5071,-5%,"300,001","2,000,000",Tier rate,5.5071,-5%,n/a,n/a,n/a,n/a,n/a
,ARS,"1,000,001","4,500,000",Tier rate,5.2172,-10%,"2,000,001","10,000,000",Tier rate,5.2172,-10%,n/a,n/a,n/a,n/a,n/a
,ARS,"4,500,001","40,000,000",Tier rate,4.9274,-15%,"10,000,001","20,000,000",Tier rate,4.9274,-15%,n/a,n/a,n/a,n/a,n/a
,ARS,"40,000,001","80,000,000",Tier rate,4.6375,-20%,"20,000,001","40,000,000",Tier rate,4.6375,-20%,n/a,n/a,n/a,n/a,n/a
,ARS,"80,000,001",--,Tier rate,4.3477,-25%,"40,000,001",--,Tier rate,4.3477,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Asia Pacific,ARS,0,"150,000",List rate,16.3762,0%,0,"100,000",List rate,16.3762,0%,n/a,n/a,n/a,n/a,n/a
,ARS,"150,001","1,000,000",Tier rate,15.5574,-5%,"100,001","300,000",Tier rate,15.5574,-5%,n/a,n/a,n/a,n/a,n/a
,ARS,"1,000,001","4,000,000",Tier rate,14.7386,-10%,"300,001","1,000,000",Tier rate,14.7386,-10%,n/a,n/a,n/a,n/a,n/a
,ARS,"4,000,001","25,000,000",Tier rate,13.9198,-15%,"1,000,001","10,000,000",Tier rate,13.9198,-15%,n/a,n/a,n/a,n/a,n/a
,ARS,"25,000,001","50,000,000",Tier rate,13.1010,-20%,"10,000,001","20,000,000",Tier rate,13.1010,-20%,n/a,n/a,n/a,n/a,n/a
,ARS,"50,000,001",--,Tier rate,12.2822,-25%,"20,000,001",--,Tier rate,12.2822,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Central & Eastern Europe,ARS,0,"100,000",List rate,30.7235,0%,0,"300,000",List rate,30.7235,0%,n/a,n/a,n/a,n/a,n/a
,ARS,"100,001","1,000,000",Tier rate,29.1873,-5%,"300,001","2,000,000",Tier rate,29.1873,-5%,n/a,n/a,n/a,n/a,n/a
,ARS,"1,000,001","4,500,000",Tier rate,27.6512,-10%,"2,000,001","10,000,000",Tier rate,27.6512,-10%,n/a,n/a,n/a,n/a,n/a
,ARS,"4,500,001","40,000,000",Tier rate,26.1150,-15%,"10,000,001","20,000,000",Tier rate,26.1150,-15%,n/a,n/a,n/a,n/a,n/a
,ARS,"40,000,001","80,000,000",Tier rate,24.5788,-20%,"20,000,001","40,000,000",Tier rate,24.5788,-20%,n/a,n/a,n/a,n/a,n/a
,ARS,"80,000,001",--,Tier rate,23.0426,-25%,"40,000,001",--,Tier rate,23.0426,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Latin America,ARS,0,"100,000",List rate,16.3762,0%,0,"120,000",List rate,16.3762,0%,n/a,n/a,n/a,n/a,n/a
,ARS,"100,001","1,000,000",Tier rate,15.5574,-5%,"120,001","400,000",Tier rate,15.5574,-5%,n/a,n/a,n/a,n/a,n/a
,ARS,"1,000,001","4,500,000",Tier rate,14.7386,-10%,"400,001","1,000,000",Tier rate,14.7386,-10%,n/a,n/a,n/a,n/a,n/a
,ARS,"4,500,001","15,000,000",Tier rate,13.9198,-15%,"1,000,001","5,000,000",Tier rate,13.9198,-15%,n/a,n/a,n/a,n/a,n/a
,ARS,"15,000,001","30,000,000",Tier rate,13.1010,-20%,"5,000,001","10,000,000",Tier rate,13.1010,-20%,n/a,n/a,n/a,n/a,n/a
,ARS,"30,000,001",--,Tier rate,12.2822,-25%,"10,000,001",--,Tier rate,12.2822,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Middle East,ARS,0,"100,000",List rate,13.1879,0%,0,"300,000",List rate,13.1879,0%,n/a,n/a,n/a,n/a,n/a
,ARS,"100,001","1,000,000",Tier rate,12.5285,-5%,"300,001","2,000,000",Tier rate,12.5285,-5%,n/a,n/a,n/a,n/a,n/a
,ARS,"1,000,001","4,500,000",Tier rate,11.8691,-10%,"2,000,001","10,000,000",Tier rate,11.8691,-10%,n/a,n/a,n/a,n/a,n/a
,ARS,"4,500,001","40,000,000",Tier rate,11.2097,-15%,"10,000,001","20,000,000",Tier rate,11.2097,-15%,n/a,n/a,n/a,n/a,n/a
,ARS,"40,000,001","80,000,000",Tier rate,10.5503,-20%,"20,000,001","40,000,000",Tier rate,10.5503,-20%,n/a,n/a,n/a,n/a,n/a
,ARS,"80,000,001",--,Tier rate,9.8909,-25%,"40,000,001",--,Tier rate,9.8909,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Western Europe,ARS,0,"100,000",List rate,24.7817,0%,0,"300,000",List rate,24.7817,0%,n/a,n/a,n/a,n/a,n/a
,ARS,"100,001","1,000,000",Tier rate,23.5426,-5%,"300,001","2,000,000",Tier rate,23.5426,-5%,n/a,n/a,n/a,n/a,n/a
,ARS,"1,000,001","4,500,000",Tier rate,22.3035,-10%,"2,000,001","10,000,000",Tier rate,22.3035,-10%,n/a,n/a,n/a,n/a,n/a
,ARS,"4,500,001","40,000,000",Tier rate,21.0644,-15%,"10,000,001","20,000,000",Tier rate,21.0644,-15%,n/a,n/a,n/a,n/a,n/a
,ARS,"40,000,001","80,000,000",Tier rate,19.8254,-20%,"20,000,001","40,000,000",Tier rate,19.8254,-20%,n/a,n/a,n/a,n/a,n/a
,ARS,"80,000,001",--,Tier rate,18.5863,-25%,"40,000,001",--,Tier rate,18.5863,-25%,n/a,n/a,n/a,n/a,n/a
Other,ARS,0,"80,000",List rate,11.1590,0%,0,"100,000",List rate,11.1590,0%,n/a,n/a,n/a,n/a,n/a
,ARS,"80,001","750,000",Tier rate,10.6011,-5%,"100,001","500,000",Tier rate,10.6011,-5%,n/a,n/a,n/a,n/a,n/a
,ARS,"750,001","2,250,000",Tier rate,10.0431,-10%,"500,001","2,000,000",Tier rate,10.0431,-10%,n/a,n/a,n/a,n/a,n/a
,ARS,"2,250,001","3,000,000",Tier rate,9.4852,-15%,"2,000,001","5,000,000",Tier rate,9.4852,-15%,n/a,n/a,n/a,n/a,n/a
,ARS,"3,000,001","6,000,000",Tier rate,8.9272,-20%,"5,000,001","10,000,000",Tier rate,8.9272,-20%,n/a,n/a,n/a,n/a,n/a
,ARS,"6,000,001",--,Tier rate,8.3693,-25%,"10,000,001",--,Tier rate,8.3693,-25%,n/a,n/a,n/a,n/a,n/a
