"Cost per message in SAR on the WhatsApp Business Platform, effective July 1, 2026 - Reflecting volume tiers for utility and authentication messages",,,,,,,,,,,,,,,,
Volume tiers apply only to utility and authentication messages. Learn more here:,,,,,https://developers.facebook.com/docs/whatsapp/pricing/volume-tiers,,,,,,,,,,,
"Market
(per rate card)",,Utility,,,,,Authentication,,,,,Authentication-International,,,,
,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,
,Currency,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate
,SAR,"1,000,001","4,500,000",Tier rate,0.0257,-10%,"2,000,001","10,000,000",Tier rate,0.0257,-10%,"2,000,001","10,000,000",Tier rate,0.0674,-10%
,SAR,"4,500,001","40,000,000",Tier rate,0.0242,-15%,"10,000,001","20,000,000",Tier rate,0.0242,-15%,"10,000,001","20,000,000",Tier rate,0.0637,-15%
,SAR,"40,000,001","80,000,000",Tier rate,0.0228,-20%,"20,000,001","40,000,000",Tier rate,0.0228,-20%,"20,000,001","40,000,000",Tier rate,0.0599,-20%
,SAR,"80,000,001",--,Tier rate,0.0214,-25%,"40,000,001",--,Tier rate,0.0214,-25%,"40,000,001",--,Tier rate,0.0562,-25%
Spain,SAR,0,"100,000",List rate,0.0749,0%,0,"300,000",List rate,0.0749,0%,n/a,n/a,n/a,n/a,n/a
,SAR,"100,001","1,000,000",Tier rate,0.0712,-5%,"300,001","2,000,000",Tier rate,0.0712,-5%,n/a,n/a,n/a,n/a,n/a
,SAR,"1,000,001","4,500,000",Tier rate,0.0674,-10%,"2,000,001","10,000,000",Tier rate,0.0674,-10%,n/a,n/a,n/a,n/a,n/a
,SAR,"4,500,001","40,000,000",Tier rate,0.0637,-15%,"10,000,001","20,000,000",Tier rate,0.0637,-15%,n/a,n/a,n/a,n/a,n/a
,SAR,"40,000,001","80,000,000",Tier rate,0.0599,-20%,"20,000,001","40,000,000",Tier rate,0.0599,-20%,n/a,n/a,n/a,n/a,n/a
,SAR,"80,000,001",--,Tier rate,0.0562,-25%,"40,000,001",--,Tier rate,0.0562,-25%,n/a,n/a,n/a,n/a,n/a
Turkey,SAR,0,"100,000",List rate,0.0034,0%,0,"300,000",List rate,0.0034,0%,n/a,n/a,n/a,n/a,n/a
,SAR,"100,001","1,000,000",Tier rate,0.0032,-5%,"300,001","2,000,000",Tier rate,0.0032,-5%,n/a,n/a,n/a,n/a,n/a
,SAR,"1,000,001","4,500,000",Tier rate,0.0031,-10%,"2,000,001","10,000,000",Tier rate,0.0031,-10%,n/a,n/a,n/a,n/a,n/a
,SAR,"4,500,001","40,000,000",Tier rate,0.0029,-15%,"10,000,001","20,000,000",Tier rate,0.0029,-15%,n/a,n/a,n/a,n/a,n/a
,SAR,"40,000,001","80,000,000",Tier rate,0.0027,-20%,"20,000,001","40,000,000",Tier rate,0.0027,-20%,n/a,n/a,n/a,n/a,n/a
,SAR,"80,000,001",--,Tier rate,0.0026,-25%,"40,000,001",--,Tier rate,0.0026,-25%,n/a,n/a,n/a,n/a,n/a
United Arab Emirates,SAR,0,"100,000",List rate,0.0588,0%,0,"300,000",List rate,0.0588,0%,0,"300,000",List rate,0.1911,0%
,SAR,"100,001","1,000,000",Tier rate,0.0559,-5%,"300,001","2,000,000",Tier rate,0.0559,-5%,"300,001","2,000,000",Tier rate,0.1815,-5%
,SAR,"1,000,001","4,500,000",Tier rate,0.0529,-10%,"2,000,001","10,000,000",Tier rate,0.0529,-10%,"2,000,001","10,000,000",Tier rate,0.1720,-10%
,SAR,"4,500,001","40,000,000",Tier rate,0.0500,-15%,"10,000,001","20,000,000",Tier rate,0.0500,-15%,"10,000,001","20,000,000",Tier rate,0.1624,-15%
,SAR,"40,000,001","80,000,000",Tier rate,0.0470,-20%,"20,000,001","40,000,000",Tier rate,0.0470,-20%,"20,000,001","40,000,000",Tier rate,0.1529,-20%
,SAR,"80,000,001",--,Tier rate,0.0441,-25%,"40,000,001",--,Tier rate,0.0441,-25%,"40,000,001",--,Tier rate,0.1433,-25%
United Kingdom,SAR,0,"100,000",List rate,0.0824,0%,0,"300,000",List rate,0.0824,0%,n/a,n/a,n/a,n/a,n/a
,SAR,"100,001","1,000,000",Tier rate,0.0783,-5%,"300,001","2,000,000",Tier rate,0.0783,-5%,n/a,n/a,n/a,n/a,n/a
,SAR,"1,000,001","4,500,000",Tier rate,0.0742,-10%,"2,000,001","10,000,000",Tier rate,0.0742,-10%,n/a,n/a,n/a,n/a,n/a
,SAR,"4,500,001","40,000,000",Tier rate,0.0700,-15%,"10,000,001","20,000,000",Tier rate,0.0700,-15%,n/a,n/a,n/a,n/a,n/a
,SAR,"40,000,001","80,000,000",Tier rate,0.0659,-20%,"20,000,001","40,000,000",Tier rate,0.0659,-20%,n/a,n/a,n/a,n/a,n/a
,SAR,"80,000,001",--,Tier rate,0.0618,-25%,"40,000,001",--,Tier rate,0.0618,-25%,n/a,n/a,n/a,n/a,n/a
North America,SAR,0,"80,000",List rate,0.0127,0%,0,"100,000",List rate,0.0127,0%,n/a,n/a,n/a,n/a,n/a
,SAR,"80,001","750,000",Tier rate,0.0121,-5%,"100,001","500,000",Tier rate,0.0121,-5%,n/a,n/a,n/a,n/a,n/a
,SAR,"750,001","2,250,000",Tier rate,0.0114,-10%,"500,001","2,000,000",Tier rate,0.0114,-10%,n/a,n/a,n/a,n/a,n/a
,SAR,"2,250,001","3,000,000",Tier rate,0.0108,-15%,"2,000,001","5,000,000",Tier rate,0.0108,-15%,n/a,n/a,n/a,n/a,n/a
,SAR,"3,000,001","6,000,000",Tier rate,0.0102,-20%,"5,000,001","10,000,000",Tier rate,0.0102,-20%,n/a,n/a,n/a,n/a,n/a
,SAR,"6,000,001",--,Tier rate,0.0095,-25%,"10,000,001",--,Tier rate,0.0095,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Africa,SAR,0,"100,000",List rate,0.0150,0%,0,"300,000",List rate,0.0150,0%,n/a,n/a,n/a,n/a,n/a
,SAR,"100,001","1,000,000",Tier rate,0.0143,-5%,"300,001","2,000,000",Tier rate,0.0143,-5%,n/a,n/a,n/a,n/a,n/a
,SAR,"1,000,001","4,500,000",Tier rate,0.0135,-10%,"2,000,001","10,000,000",Tier rate,0.0135,-10%,n/a,n/a,n/a,n/a,n/a
,SAR,"4,500,001","40,000,000",Tier rate,0.0128,-15%,"10,000,001","20,000,000",Tier rate,0.0128,-15%,n/a,n/a,n/a,n/a,n/a
,SAR,"40,000,001","80,000,000",Tier rate,0.0120,-20%,"20,000,001","40,000,000",Tier rate,0.0120,-20%,n/a,n/a,n/a,n/a,n/a
,SAR,"80,000,001",--,Tier rate,0.0113,-25%,"40,000,001",--,Tier rate,0.0113,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Asia Pacific,SAR,0,"150,000",List rate,0.0423,0%,0,"100,000",List rate,0.0423,0%,n/a,n/a,n/a,n/a,n/a
,SAR,"150,001","1,000,000",Tier rate,0.0402,-5%,"100,001","300,000",Tier rate,0.0402,-5%,n/a,n/a,n/a,n/a,n/a
,SAR,"1,000,001","4,000,000",Tier rate,0.0381,-10%,"300,001","1,000,000",Tier rate,0.0381,-10%,n/a,n/a,n/a,n/a,n/a
,SAR,"4,000,001","25,000,000",Tier rate,0.0360,-15%,"1,000,001","10,000,000",Tier rate,0.0360,-15%,n/a,n/a,n/a,n/a,n/a
,SAR,"25,000,001","50,000,000",Tier rate,0.0338,-20%,"10,000,001","20,000,000",Tier rate,0.0338,-20%,n/a,n/a,n/a,n/a,n/a
,SAR,"50,000,001",--,Tier rate,0.0317,-25%,"20,000,001",--,Tier rate,0.0317,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Central & Eastern Europe,SAR,0,"100,000",List rate,0.0794,0%,0,"300,000",List rate,0.0794,0%,n/a,n/a,n/a,n/a,n/a
,SAR,"100,001","1,000,000",Tier rate,0.0754,-5%,"300,001","2,000,000",Tier rate,0.0754,-5%,n/a,n/a,n/a,n/a,n/a
,SAR,"1,000,001","4,500,000",Tier rate,0.0715,-10%,"2,000,001","10,000,000",Tier rate,0.0715,-10%,n/a,n/a,n/a,n/a,n/a
,SAR,"4,500,001","40,000,000",Tier rate,0.0675,-15%,"10,000,001","20,000,000",Tier rate,0.0675,-15%,n/a,n/a,n/a,n/a,n/a
,SAR,"40,000,001","80,000,000",Tier rate,0.0635,-20%,"20,000,001","40,000,000",Tier rate,0.0635,-20%,n/a,n/a,n/a,n/a,n/a
,SAR,"80,000,001",--,Tier rate,0.0596,-25%,"40,000,001",--,Tier rate,0.0596,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Latin America,SAR,0,"100,000",List rate,0.0423,0%,0,"120,000",List rate,0.0423,0%,n/a,n/a,n/a,n/a,n/a
,SAR,"100,001","1,000,000",Tier rate,0.0402,-5%,"120,001","400,000",Tier rate,0.0402,-5%,n/a,n/a,n/a,n/a,n/a
,SAR,"1,000,001","4,500,000",Tier rate,0.0381,-10%,"400,001","1,000,000",Tier rate,0.0381,-10%,n/a,n/a,n/a,n/a,n/a
,SAR,"4,500,001","15,000,000",Tier rate,0.0360,-15%,"1,000,001","5,000,000",Tier rate,0.0360,-15%,n/a,n/a,n/a,n/a,n/a
,SAR,"15,000,001","30,000,000",Tier rate,0.0338,-20%,"5,000,001","10,000,000",Tier rate,0.0338,-20%,n/a,n/a,n/a,n/a,n/a
,SAR,"30,000,001",--,Tier rate,0.0317,-25%,"10,000,001",--,Tier rate,0.0317,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Middle East,SAR,0,"100,000",List rate,0.0341,0%,0,"300,000",List rate,0.0341,0%,n/a,n/a,n/a,n/a,n/a
,SAR,"100,001","1,000,000",Tier rate,0.0324,-5%,"300,001","2,000,000",Tier rate,0.0324,-5%,n/a,n/a,n/a,n/a,n/a
,SAR,"1,000,001","4,500,000",Tier rate,0.0307,-10%,"2,000,001","10,000,000",Tier rate,0.0307,-10%,n/a,n/a,n/a,n/a,n/a
,SAR,"4,500,001","40,000,000",Tier rate,0.0290,-15%,"10,000,001","20,000,000",Tier rate,0.0290,-15%,n/a,n/a,n/a,n/a,n/a
,SAR,"40,000,001","80,000,000",Tier rate,0.0273,-20%,"20,000,001","40,000,000",Tier rate,0.0273,-20%,n/a,n/a,n/a,n/a,n/a
,SAR,"80,000,001",--,Tier rate,0.0256,-25%,"40,000,001",--,Tier rate,0.0256,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Western Europe,SAR,0,"100,000",List rate,0.0641,0%,0,"300,000",List rate,0.0641,0%,n/a,n/a,n/a,n/a,n/a
,SAR,"100,001","1,000,000",Tier rate,0.0609,-5%,"300,001","2,000,000",Tier rate,0.0609,-5%,n/a,n/a,n/a,n/a,n/a
,SAR,"1,000,001","4,500,000",Tier rate,0.0577,-10%,"2,000,001","10,000,000",Tier rate,0.0577,-10%,n/a,n/a,n/a,n/a,n/a
,SAR,"4,500,001","40,000,000",Tier rate,0.0545,-15%,"10,000,001","20,000,000",Tier rate,0.0545,-15%,n/a,n/a,n/a,n/a,n/a
,SAR,"40,000,001","80,000,000",Tier rate,0.0513,-20%,"20,000,001","40,000,000",Tier rate,0.0513,-20%,n/a,n/a,n/a,n/a,n/a
,SAR,"80,000,001",--,Tier rate,0.0481,-25%,"40,000,001",--,Tier rate,0.0481,-25%,n/a,n/a,n/a,n/a,n/a
Other,SAR,0,"80,000",List rate,0.0288,0%,0,"100,000",List rate,0.0288,0%,n/a,n/a,n/a,n/a,n/a
,SAR,"80,001","750,000",Tier rate,0.0274,-5%,"100,001","500,000",Tier rate,0.0274,-5%,n/a,n/a,n/a,n/a,n/a
,SAR,"750,001","2,250,000",Tier rate,0.0259,-10%,"500,001","2,000,000",Tier rate,0.0259,-10%,n/a,n/a,n/a,n/a,n/a
,SAR,"2,250,001","3,000,000",Tier rate,0.0245,-15%,"2,000,001","5,000,000",Tier rate,0.0245,-15%,n/a,n/a,n/a,n/a,n/a
,SAR,"3,000,001","6,000,000",Tier rate,0.0230,-20%,"5,000,001","10,000,000",Tier rate,0.0230,-20%,n/a,n/a,n/a,n/a,n/a
,SAR,"6,000,001",--,Tier rate,0.0216,-25%,"10,000,001",--,Tier rate,0.0216,-25%,n/a,n/a,n/a,n/a,n/a
