"Cost per message in IDR on the WhatsApp Business Platform, effective July 1, 2026 - Reflecting volume tiers for utility and authentication messages",,,,,,,,,,,,,,,,
Volume tiers apply only to utility and authentication messages. Learn more here:,,,,,https://developers.facebook.com/docs/whatsapp/pricing/volume-tiers,,,,,,,,,,,
"Market
(per rate card)",,Utility,,,,,Authentication,,,,,Authentication-International,,,,
,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,
,Currency,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate
,IDR,"40,000,001","80,000,000",Tier rate,228.19,-20%,"20,000,001","40,000,000",Tier rate,228.19,-20%,n/a,n/a,n/a,n/a,n/a
,IDR,"80,000,001",--,Tier rate,213.93,-25%,"40,000,001",--,Tier rate,213.93,-25%,n/a,n/a,n/a,n/a,n/a
Turkey,IDR,0,"100,000",List rate,12.84,0%,0,"300,000",List rate,12.84,0%,n/a,n/a,n/a,n/a,n/a
,IDR,"100,001","1,000,000",Tier rate,12.20,-5%,"300,001","2,000,000",Tier rate,12.20,-5%,n/a,n/a,n/a,n/a,n/a
,IDR,"1,000,001","4,500,000",Tier rate,11.56,-10%,"2,000,001","10,000,000",Tier rate,11.56,-10%,n/a,n/a,n/a,n/a,n/a
,IDR,"4,500,001","40,000,000",Tier rate,10.91,-15%,"10,000,001","20,000,000",Tier rate,10.91,-15%,n/a,n/a,n/a,n/a,n/a
,IDR,"40,000,001","80,000,000",Tier rate,10.27,-20%,"20,000,001","40,000,000",Tier rate,10.27,-20%,n/a,n/a,n/a,n/a,n/a
,IDR,"80,000,001",--,Tier rate,9.63,-25%,"40,000,001",--,Tier rate,9.63,-25%,n/a,n/a,n/a,n/a,n/a
United Arab Emirates,IDR,0,"100,000",List rate,224.11,0%,0,"300,000",List rate,224.11,0%,0,"300,000",List rate,727.12,0%
,IDR,"100,001","1,000,000",Tier rate,212.90,-5%,"300,001","2,000,000",Tier rate,212.90,-5%,"300,001","2,000,000",Tier rate,690.76,-5%
,IDR,"1,000,001","4,500,000",Tier rate,201.70,-10%,"2,000,001","10,000,000",Tier rate,201.70,-10%,"2,000,001","10,000,000",Tier rate,654.41,-10%
,IDR,"4,500,001","40,000,000",Tier rate,190.49,-15%,"10,000,001","20,000,000",Tier rate,190.49,-15%,"10,000,001","20,000,000",Tier rate,618.05,-15%
,IDR,"40,000,001","80,000,000",Tier rate,179.29,-20%,"20,000,001","40,000,000",Tier rate,179.29,-20%,"20,000,001","40,000,000",Tier rate,581.70,-20%
,IDR,"80,000,001",--,Tier rate,168.08,-25%,"40,000,001",--,Tier rate,168.08,-25%,"40,000,001",--,Tier rate,545.34,-25%
United Kingdom,IDR,0,"100,000",List rate,313.93,0%,0,"300,000",List rate,313.93,0%,n/a,n/a,n/a,n/a,n/a
,IDR,"100,001","1,000,000",Tier rate,298.23,-5%,"300,001","2,000,000",Tier rate,298.23,-5%,n/a,n/a,n/a,n/a,n/a
,IDR,"1,000,001","4,500,000",Tier rate,282.54,-10%,"2,000,001","10,000,000",Tier rate,282.54,-10%,n/a,n/a,n/a,n/a,n/a
,IDR,"4,500,001","40,000,000",Tier rate,266.84,-15%,"10,000,001","20,000,000",Tier rate,266.84,-15%,n/a,n/a,n/a,n/a,n/a
,IDR,"40,000,001","80,000,000",Tier rate,251.14,-20%,"20,000,001","40,000,000",Tier rate,251.14,-20%,n/a,n/a,n/a,n/a,n/a
,IDR,"80,000,001",--,Tier rate,235.45,-25%,"40,000,001",--,Tier rate,235.45,-25%,n/a,n/a,n/a,n/a,n/a
North America,IDR,0,"80,000",List rate,48.50,0%,0,"100,000",List rate,48.50,0%,n/a,n/a,n/a,n/a,n/a
,IDR,"80,001","750,000",Tier rate,46.08,-5%,"100,001","500,000",Tier rate,46.08,-5%,n/a,n/a,n/a,n/a,n/a
,IDR,"750,001","2,250,000",Tier rate,43.65,-10%,"500,001","2,000,000",Tier rate,43.65,-10%,n/a,n/a,n/a,n/a,n/a
,IDR,"2,250,001","3,000,000",Tier rate,41.23,-15%,"2,000,001","5,000,000",Tier rate,41.23,-15%,n/a,n/a,n/a,n/a,n/a
,IDR,"3,000,001","6,000,000",Tier rate,38.80,-20%,"5,000,001","10,000,000",Tier rate,38.80,-20%,n/a,n/a,n/a,n/a,n/a
,IDR,"6,000,001",--,Tier rate,36.38,-25%,"10,000,001",--,Tier rate,36.38,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Africa,IDR,0,"100,000",List rate,57.06,0%,0,"300,000",List rate,57.06,0%,n/a,n/a,n/a,n/a,n/a
,IDR,"100,001","1,000,000",Tier rate,54.21,-5%,"300,001","2,000,000",Tier rate,54.21,-5%,n/a,n/a,n/a,n/a,n/a
,IDR,"1,000,001","4,500,000",Tier rate,51.35,-10%,"2,000,001","10,000,000",Tier rate,51.35,-10%,n/a,n/a,n/a,n/a,n/a
,IDR,"4,500,001","40,000,000",Tier rate,48.50,-15%,"10,000,001","20,000,000",Tier rate,48.50,-15%,n/a,n/a,n/a,n/a,n/a
,IDR,"40,000,001","80,000,000",Tier rate,45.65,-20%,"20,000,001","40,000,000",Tier rate,45.65,-20%,n/a,n/a,n/a,n/a,n/a
,IDR,"80,000,001",--,Tier rate,42.80,-25%,"40,000,001",--,Tier rate,42.80,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Asia Pacific,IDR,0,"150,000",List rate,161.27,0%,0,"100,000",List rate,161.27,0%,n/a,n/a,n/a,n/a,n/a
,IDR,"150,001","1,000,000",Tier rate,153.21,-5%,"100,001","300,000",Tier rate,153.21,-5%,n/a,n/a,n/a,n/a,n/a
,IDR,"1,000,001","4,000,000",Tier rate,145.14,-10%,"300,001","1,000,000",Tier rate,145.14,-10%,n/a,n/a,n/a,n/a,n/a
,IDR,"4,000,001","25,000,000",Tier rate,137.08,-15%,"1,000,001","10,000,000",Tier rate,137.08,-15%,n/a,n/a,n/a,n/a,n/a
,IDR,"25,000,001","50,000,000",Tier rate,129.02,-20%,"10,000,001","20,000,000",Tier rate,129.02,-20%,n/a,n/a,n/a,n/a,n/a
,IDR,"50,000,001",--,Tier rate,120.95,-25%,"20,000,001",--,Tier rate,120.95,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Central & Eastern Europe,IDR,0,"100,000",List rate,301.75,0%,0,"300,000",List rate,301.75,0%,n/a,n/a,n/a,n/a,n/a
,IDR,"100,001","1,000,000",Tier rate,286.66,-5%,"300,001","2,000,000",Tier rate,286.66,-5%,n/a,n/a,n/a,n/a,n/a
,IDR,"1,000,001","4,500,000",Tier rate,271.58,-10%,"2,000,001","10,000,000",Tier rate,271.58,-10%,n/a,n/a,n/a,n/a,n/a
,IDR,"4,500,001","40,000,000",Tier rate,256.49,-15%,"10,000,001","20,000,000",Tier rate,256.49,-15%,n/a,n/a,n/a,n/a,n/a
,IDR,"40,000,001","80,000,000",Tier rate,241.40,-20%,"20,000,001","40,000,000",Tier rate,241.40,-20%,n/a,n/a,n/a,n/a,n/a
,IDR,"80,000,001",--,Tier rate,226.31,-25%,"40,000,001",--,Tier rate,226.31,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Latin America,IDR,0,"100,000",List rate,161.18,0%,0,"120,000",List rate,161.18,0%,n/a,n/a,n/a,n/a,n/a
,IDR,"100,001","1,000,000",Tier rate,153.12,-5%,"120,001","400,000",Tier rate,153.12,-5%,n/a,n/a,n/a,n/a,n/a
,IDR,"1,000,001","4,500,000",Tier rate,145.06,-10%,"400,001","1,000,000",Tier rate,145.06,-10%,n/a,n/a,n/a,n/a,n/a
,IDR,"4,500,001","15,000,000",Tier rate,137.00,-15%,"1,000,001","5,000,000",Tier rate,137.00,-15%,n/a,n/a,n/a,n/a,n/a
,IDR,"15,000,001","30,000,000",Tier rate,128.94,-20%,"5,000,001","10,000,000",Tier rate,128.94,-20%,n/a,n/a,n/a,n/a,n/a
,IDR,"30,000,001",--,Tier rate,120.89,-25%,"10,000,001",--,Tier rate,120.89,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Middle East,IDR,0,"100,000",List rate,129.78,0%,0,"300,000",List rate,129.78,0%,n/a,n/a,n/a,n/a,n/a
,IDR,"100,001","1,000,000",Tier rate,123.29,-5%,"300,001","2,000,000",Tier rate,123.29,-5%,n/a,n/a,n/a,n/a,n/a
,IDR,"1,000,001","4,500,000",Tier rate,116.80,-10%,"2,000,001","10,000,000",Tier rate,116.80,-10%,n/a,n/a,n/a,n/a,n/a
,IDR,"4,500,001","40,000,000",Tier rate,110.31,-15%,"10,000,001","20,000,000",Tier rate,110.31,-15%,n/a,n/a,n/a,n/a,n/a
,IDR,"40,000,001","80,000,000",Tier rate,103.82,-20%,"20,000,001","40,000,000",Tier rate,103.82,-20%,n/a,n/a,n/a,n/a,n/a
,IDR,"80,000,001",--,Tier rate,97.34,-25%,"40,000,001",--,Tier rate,97.34,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Western Europe,IDR,0,"100,000",List rate,243.72,0%,0,"300,000",List rate,243.72,0%,n/a,n/a,n/a,n/a,n/a
,IDR,"100,001","1,000,000",Tier rate,231.53,-5%,"300,001","2,000,000",Tier rate,231.53,-5%,n/a,n/a,n/a,n/a,n/a
,IDR,"1,000,001","4,500,000",Tier rate,219.35,-10%,"2,000,001","10,000,000",Tier rate,219.35,-10%,n/a,n/a,n/a,n/a,n/a
,IDR,"4,500,001","40,000,000",Tier rate,207.16,-15%,"10,000,001","20,000,000",Tier rate,207.16,-15%,n/a,n/a,n/a,n/a,n/a
,IDR,"40,000,001","80,000,000",Tier rate,194.98,-20%,"20,000,001","40,000,000",Tier rate,194.98,-20%,n/a,n/a,n/a,n/a,n/a
,IDR,"80,000,001",--,Tier rate,182.79,-25%,"40,000,001",--,Tier rate,182.79,-25%,n/a,n/a,n/a,n/a,n/a
Other,IDR,0,"80,000",List rate,109.84,0%,0,"100,000",List rate,109.84,0%,n/a,n/a,n/a,n/a,n/a
,IDR,"80,001","750,000",Tier rate,104.35,-5%,"100,001","500,000",Tier rate,104.35,-5%,n/a,n/a,n/a,n/a,n/a
,IDR,"750,001","2,250,000",Tier rate,98.86,-10%,"500,001","2,000,000",Tier rate,98.86,-10%,n/a,n/a,n/a,n/a,n/a
,IDR,"2,250,001","3,000,000",Tier rate,93.36,-15%,"2,000,001","5,000,000",Tier rate,93.36,-15%,n/a,n/a,n/a,n/a,n/a
,IDR,"3,000,001","6,000,000",Tier rate,87.87,-20%,"5,000,001","10,000,000",Tier rate,87.87,-20%,n/a,n/a,n/a,n/a,n/a
,IDR,"6,000,001",--,Tier rate,82.38,-25%,"10,000,001",--,Tier rate,82.38,-25%,n/a,n/a,n/a,n/a,n/a
