"Cost per message in USD on the WhatsApp Business Platform, effective July 1, 2026 - Reflecting volume tiers for utility and authentication messages",,,,,,,,,,,,,,,,
Volume tiers apply only to utility and authentication messages. Learn more here:,,,,,https://developers.facebook.com/docs/whatsapp/pricing/volume-tiers,,,,,,,,,,,
"Market
(per rate card)",,Utility,,,,,Authentication,,,,,Authentication-International,,,,
,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,
,Currency,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate
,INR,"80,000,001",--,Tier rate,0.6689,-25%,"40,000,001",--,Tier rate,0.6689,-25%,n/a,n/a,n/a,n/a,n/a
Qatar,INR,0,"100,000",List rate,0.8789,0%,0,"300,000",List rate,0.8789,0%,n/a,n/a,n/a,n/a,n/a
,INR,"100,001","1,000,000",Tier rate,0.8350,-5%,"300,001","2,000,000",Tier rate,0.8350,-5%,n/a,n/a,n/a,n/a,n/a
,INR,"1,000,001","4,500,000",Tier rate,0.7910,-10%,"2,000,001","10,000,000",Tier rate,0.7910,-10%,n/a,n/a,n/a,n/a,n/a
,INR,"4,500,001","40,000,000",Tier rate,0.7471,-15%,"10,000,001","20,000,000",Tier rate,0.7471,-15%,n/a,n/a,n/a,n/a,n/a
,INR,"40,000,001","80,000,000",Tier rate,0.7031,-20%,"20,000,001","40,000,000",Tier rate,0.7031,-20%,n/a,n/a,n/a,n/a,n/a
,INR,"80,000,001",--,Tier rate,0.6592,-25%,"40,000,001",--,Tier rate,0.6592,-25%,n/a,n/a,n/a,n/a,n/a
Romania,INR,0,"100,000",List rate,2.1197,0%,0,"300,000",List rate,2.1197,0%,n/a,n/a,n/a,n/a,n/a
,INR,"100,001","1,000,000",Tier rate,2.0137,-5%,"300,001","2,000,000",Tier rate,2.0137,-5%,n/a,n/a,n/a,n/a,n/a
,INR,"1,000,001","4,500,000",Tier rate,1.9077,-10%,"2,000,001","10,000,000",Tier rate,1.9077,-10%,n/a,n/a,n/a,n/a,n/a
,INR,"4,500,001","40,000,000",Tier rate,1.8017,-15%,"10,000,001","20,000,000",Tier rate,1.8017,-15%,n/a,n/a,n/a,n/a,n/a
,INR,"40,000,001","80,000,000",Tier rate,1.6958,-20%,"20,000,001","40,000,000",Tier rate,1.6958,-20%,n/a,n/a,n/a,n/a,n/a
,INR,"80,000,001",--,Tier rate,1.5898,-25%,"40,000,001",--,Tier rate,1.5898,-25%,n/a,n/a,n/a,n/a,n/a
Russia,INR,0,"100,000",List rate,2.9311,0%,0,"300,000",List rate,2.9311,0%,n/a,n/a,n/a,n/a,n/a
,INR,"100,001","1,000,000",Tier rate,2.7845,-5%,"300,001","2,000,000",Tier rate,2.7845,-5%,n/a,n/a,n/a,n/a,n/a
,INR,"1,000,001","4,500,000",Tier rate,2.6380,-10%,"2,000,001","10,000,000",Tier rate,2.6380,-10%,n/a,n/a,n/a,n/a,n/a
,INR,"4,500,001","40,000,000",Tier rate,2.4914,-15%,"10,000,001","20,000,000",Tier rate,2.4914,-15%,n/a,n/a,n/a,n/a,n/a
,INR,"40,000,001","80,000,000",Tier rate,2.3449,-20%,"20,000,001","40,000,000",Tier rate,2.3449,-20%,n/a,n/a,n/a,n/a,n/a
,INR,"80,000,001",--,Tier rate,2.1983,-25%,"40,000,001",--,Tier rate,2.1983,-25%,n/a,n/a,n/a,n/a,n/a
Saudi Arabia,INR,0,"100,000",List rate,0.7834,0%,0,"300,000",List rate,0.7834,0%,0,"300,000",List rate,4.3871,0%
,INR,"100,001","1,000,000",Tier rate,0.7442,-5%,"300,001","2,000,000",Tier rate,0.7442,-5%,"300,001","2,000,000",Tier rate,4.1677,-5%
,INR,"1,000,001","4,500,000",Tier rate,0.7051,-10%,"2,000,001","10,000,000",Tier rate,0.7051,-10%,"2,000,001","10,000,000",Tier rate,3.9484,-10%
,INR,"4,500,001","40,000,000",Tier rate,0.6659,-15%,"10,000,001","20,000,000",Tier rate,0.6659,-15%,"10,000,001","20,000,000",Tier rate,3.7290,-15%
,INR,"40,000,001","80,000,000",Tier rate,0.6267,-20%,"20,000,001","40,000,000",Tier rate,0.6267,-20%,"20,000,001","40,000,000",Tier rate,3.5097,-20%
,INR,"80,000,001",--,Tier rate,0.5876,-25%,"40,000,001",--,Tier rate,0.5876,-25%,"40,000,001",--,Tier rate,3.2903,-25%
Singapore,INR,0,"150,000",List rate,1.1727,0%,0,"100,000",List rate,1.1727,0%,n/a,n/a,n/a,n/a,n/a
,INR,"150,001","1,000,000",Tier rate,1.1141,-5%,"100,001","300,000",Tier rate,1.1141,-5%,n/a,n/a,n/a,n/a,n/a
,INR,"1,000,001","4,000,000",Tier rate,1.0554,-10%,"300,001","1,000,000",Tier rate,1.0554,-10%,n/a,n/a,n/a,n/a,n/a
,INR,"4,000,001","25,000,000",Tier rate,0.9968,-15%,"1,000,001","10,000,000",Tier rate,0.9968,-15%,n/a,n/a,n/a,n/a,n/a
,INR,"25,000,001","50,000,000",Tier rate,0.9382,-20%,"10,000,001","20,000,000",Tier rate,0.9382,-20%,n/a,n/a,n/a,n/a,n/a
,INR,"50,000,001",--,Tier rate,0.8795,-25%,"20,000,001",--,Tier rate,0.8795,-25%,n/a,n/a,n/a,n/a,n/a
South Africa,INR,0,"100,000",List rate,0.5579,0%,0,"300,000",List rate,0.5579,0%,0,"300,000",List rate,1.4681,0%
,INR,"100,001","1,000,000",Tier rate,0.5300,-5%,"300,001","2,000,000",Tier rate,0.5300,-5%,"300,001","2,000,000",Tier rate,1.3947,-5%
,INR,"1,000,001","4,500,000",Tier rate,0.5021,-10%,"2,000,001","10,000,000",Tier rate,0.5021,-10%,"2,000,001","10,000,000",Tier rate,1.3213,-10%
,INR,"4,500,001","40,000,000",Tier rate,0.4742,-15%,"10,000,001","20,000,000",Tier rate,0.4742,-15%,"10,000,001","20,000,000",Tier rate,1.2479,-15%
,INR,"40,000,001","80,000,000",Tier rate,0.4463,-20%,"20,000,001","40,000,000",Tier rate,0.4463,-20%,"20,000,001","40,000,000",Tier rate,1.1745,-20%
,INR,"80,000,001",--,Tier rate,0.4184,-25%,"40,000,001",--,Tier rate,0.4184,-25%,"40,000,001",--,Tier rate,1.1011,-25%
Spain,INR,0,"100,000",List rate,1.4648,0%,0,"300,000",List rate,1.4648,0%,n/a,n/a,n/a,n/a,n/a
,INR,"100,001","1,000,000",Tier rate,1.3916,-5%,"300,001","2,000,000",Tier rate,1.3916,-5%,n/a,n/a,n/a,n/a,n/a
,INR,"1,000,001","4,500,000",Tier rate,1.3183,-10%,"2,000,001","10,000,000",Tier rate,1.3183,-10%,n/a,n/a,n/a,n/a,n/a
,INR,"4,500,001","40,000,000",Tier rate,1.2451,-15%,"10,000,001","20,000,000",Tier rate,1.2451,-15%,n/a,n/a,n/a,n/a,n/a
,INR,"40,000,001","80,000,000",Tier rate,1.1718,-20%,"20,000,001","40,000,000",Tier rate,1.1718,-20%,n/a,n/a,n/a,n/a,n/a
,INR,"80,000,001",--,Tier rate,1.0986,-25%,"40,000,001",--,Tier rate,1.0986,-25%,n/a,n/a,n/a,n/a,n/a
