"Cost per message in COP on the WhatsApp Business Platform, effective July 1, 2026 - Reflecting volume tiers for utility and authentication messages",,,,,,,,,,,,,,,,
Volume tiers apply only to utility and authentication messages. Learn more here:,,,,,https://developers.facebook.com/docs/whatsapp/pricing/volume-tiers,,,,,,,,,,,
"Market
(per rate card)",,Utility,,,,,Authentication,,,,,Authentication-International,,,,
,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,
,Currency,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate
,COP,"1,000,001","4,000,000",Tier rate,53.0181,-10%,"300,001","1,000,000",Tier rate,53.0181,-10%,n/a,n/a,n/a,n/a,n/a
,COP,"4,000,001","25,000,000",Tier rate,50.0727,-15%,"1,000,001","10,000,000",Tier rate,50.0727,-15%,n/a,n/a,n/a,n/a,n/a
,COP,"25,000,001","50,000,000",Tier rate,47.1272,-20%,"10,000,001","20,000,000",Tier rate,47.1272,-20%,n/a,n/a,n/a,n/a,n/a
,COP,"50,000,001",--,Tier rate,44.1818,-25%,"20,000,001",--,Tier rate,44.1818,-25%,n/a,n/a,n/a,n/a,n/a
South Africa,COP,0,"100,000",List rate,27.9818,0%,0,"300,000",List rate,27.9818,0%,0,"300,000",List rate,73.6363,0%
,COP,"100,001","1,000,000",Tier rate,26.5827,-5%,"300,001","2,000,000",Tier rate,26.5827,-5%,"300,001","2,000,000",Tier rate,69.9545,-5%
,COP,"1,000,001","4,500,000",Tier rate,25.1836,-10%,"2,000,001","10,000,000",Tier rate,25.1836,-10%,"2,000,001","10,000,000",Tier rate,66.2727,-10%
,COP,"4,500,001","40,000,000",Tier rate,23.7845,-15%,"10,000,001","20,000,000",Tier rate,23.7845,-15%,"10,000,001","20,000,000",Tier rate,62.5909,-15%
,COP,"40,000,001","80,000,000",Tier rate,22.3854,-20%,"20,000,001","40,000,000",Tier rate,22.3854,-20%,"20,000,001","40,000,000",Tier rate,58.9090,-20%
,COP,"80,000,001",--,Tier rate,20.9864,-25%,"40,000,001",--,Tier rate,20.9864,-25%,"40,000,001",--,Tier rate,55.2272,-25%
Spain,COP,0,"100,000",List rate,73.6363,0%,0,"300,000",List rate,73.6363,0%,n/a,n/a,n/a,n/a,n/a
,COP,"100,001","1,000,000",Tier rate,69.9545,-5%,"300,001","2,000,000",Tier rate,69.9545,-5%,n/a,n/a,n/a,n/a,n/a
