"Cost per message in MXN on the WhatsApp Business Platform, effective July 1, 2026 - Reflecting volume tiers for utility and authentication messages",,,,,,,,,,,,,,,,
Volume tiers apply only to utility and authentication messages. Learn more here:,,,,,https://developers.facebook.com/docs/whatsapp/pricing/volume-tiers,,,,,,,,,,,
"Market
(per rate card)",,Utility,,,,,Authentication,,,,,Authentication-International,,,,
,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,,Messages (per month),,What we charge,,
,Currency,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate,From,To,Rate type,Rate,vs. List rate
,MXN,"4,500,001","40,000,000",Tier rate,0.1189,-15%,"10,000,001","20,000,000",Tier rate,0.1189,-15%,"10,000,001","20,000,000",Tier rate,0.3129,-15%
,MXN,"40,000,001","80,000,000",Tier rate,0.1119,-20%,"20,000,001","40,000,000",Tier rate,0.1119,-20%,"20,000,001","40,000,000",Tier rate,0.2945,-20%
,MXN,"80,000,001",--,Tier rate,0.1049,-25%,"40,000,001",--,Tier rate,0.1049,-25%,"40,000,001",--,Tier rate,0.2761,-25%
Spain,MXN,0,"100,000",List rate,0.3681,0%,0,"300,000",List rate,0.3681,0%,n/a,n/a,n/a,n/a,n/a
,MXN,"100,001","1,000,000",Tier rate,0.3497,-5%,"300,001","2,000,000",Tier rate,0.3497,-5%,n/a,n/a,n/a,n/a,n/a
,MXN,"1,000,001","4,500,000",Tier rate,0.3313,-10%,"2,000,001","10,000,000",Tier rate,0.3313,-10%,n/a,n/a,n/a,n/a,n/a
,MXN,"4,500,001","40,000,000",Tier rate,0.3129,-15%,"10,000,001","20,000,000",Tier rate,0.3129,-15%,n/a,n/a,n/a,n/a,n/a
,MXN,"40,000,001","80,000,000",Tier rate,0.2945,-20%,"20,000,001","40,000,000",Tier rate,0.2945,-20%,n/a,n/a,n/a,n/a,n/a
,MXN,"80,000,001",--,Tier rate,0.2761,-25%,"40,000,001",--,Tier rate,0.2761,-25%,n/a,n/a,n/a,n/a,n/a
Turkey,MXN,0,"100,000",List rate,0.0166,0%,0,"300,000",List rate,0.0166,0%,n/a,n/a,n/a,n/a,n/a
,MXN,"100,001","1,000,000",Tier rate,0.0158,-5%,"300,001","2,000,000",Tier rate,0.0158,-5%,n/a,n/a,n/a,n/a,n/a
,MXN,"1,000,001","4,500,000",Tier rate,0.0149,-10%,"2,000,001","10,000,000",Tier rate,0.0149,-10%,n/a,n/a,n/a,n/a,n/a
,MXN,"4,500,001","40,000,000",Tier rate,0.0141,-15%,"10,000,001","20,000,000",Tier rate,0.0141,-15%,n/a,n/a,n/a,n/a,n/a
,MXN,"40,000,001","80,000,000",Tier rate,0.0133,-20%,"20,000,001","40,000,000",Tier rate,0.0133,-20%,n/a,n/a,n/a,n/a,n/a
,MXN,"80,000,001",--,Tier rate,0.0125,-25%,"40,000,001",--,Tier rate,0.0125,-25%,n/a,n/a,n/a,n/a,n/a
United Arab Emirates,MXN,0,"100,000",List rate,0.2890,0%,0,"300,000",List rate,0.2890,0%,0,"300,000",List rate,0.9387,0%
,MXN,"100,001","1,000,000",Tier rate,0.2746,-5%,"300,001","2,000,000",Tier rate,0.2746,-5%,"300,001","2,000,000",Tier rate,0.8918,-5%
,MXN,"1,000,001","4,500,000",Tier rate,0.2601,-10%,"2,000,001","10,000,000",Tier rate,0.2601,-10%,"2,000,001","10,000,000",Tier rate,0.8448,-10%
,MXN,"4,500,001","40,000,000",Tier rate,0.2457,-15%,"10,000,001","20,000,000",Tier rate,0.2457,-15%,"10,000,001","20,000,000",Tier rate,0.7979,-15%
,MXN,"40,000,001","80,000,000",Tier rate,0.2312,-20%,"20,000,001","40,000,000",Tier rate,0.2312,-20%,"20,000,001","40,000,000",Tier rate,0.7510,-20%
,MXN,"80,000,001",--,Tier rate,0.2168,-25%,"40,000,001",--,Tier rate,0.2168,-25%,"40,000,001",--,Tier rate,0.7040,-25%
United Kingdom,MXN,0,"100,000",List rate,0.4049,0%,0,"300,000",List rate,0.4049,0%,n/a,n/a,n/a,n/a,n/a
,MXN,"100,001","1,000,000",Tier rate,0.3847,-5%,"300,001","2,000,000",Tier rate,0.3847,-5%,n/a,n/a,n/a,n/a,n/a
,MXN,"1,000,001","4,500,000",Tier rate,0.3644,-10%,"2,000,001","10,000,000",Tier rate,0.3644,-10%,n/a,n/a,n/a,n/a,n/a
,MXN,"4,500,001","40,000,000",Tier rate,0.3442,-15%,"10,000,001","20,000,000",Tier rate,0.3442,-15%,n/a,n/a,n/a,n/a,n/a
,MXN,"40,000,001","80,000,000",Tier rate,0.3239,-20%,"20,000,001","40,000,000",Tier rate,0.3239,-20%,n/a,n/a,n/a,n/a,n/a
,MXN,"80,000,001",--,Tier rate,0.3037,-25%,"40,000,001",--,Tier rate,0.3037,-25%,n/a,n/a,n/a,n/a,n/a
North America,MXN,0,"80,000",List rate,0.0626,0%,0,"100,000",List rate,0.0626,0%,n/a,n/a,n/a,n/a,n/a
,MXN,"80,001","750,000",Tier rate,0.0595,-5%,"100,001","500,000",Tier rate,0.0595,-5%,n/a,n/a,n/a,n/a,n/a
,MXN,"750,001","2,250,000",Tier rate,0.0563,-10%,"500,001","2,000,000",Tier rate,0.0563,-10%,n/a,n/a,n/a,n/a,n/a
,MXN,"2,250,001","3,000,000",Tier rate,0.0532,-15%,"2,000,001","5,000,000",Tier rate,0.0532,-15%,n/a,n/a,n/a,n/a,n/a
,MXN,"3,000,001","6,000,000",Tier rate,0.0501,-20%,"5,000,001","10,000,000",Tier rate,0.0501,-20%,n/a,n/a,n/a,n/a,n/a
,MXN,"6,000,001",--,Tier rate,0.0470,-25%,"10,000,001",--,Tier rate,0.0470,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Africa,MXN,0,"100,000",List rate,0.0736,0%,0,"300,000",List rate,0.0736,0%,n/a,n/a,n/a,n/a,n/a
,MXN,"100,001","1,000,000",Tier rate,0.0699,-5%,"300,001","2,000,000",Tier rate,0.0699,-5%,n/a,n/a,n/a,n/a,n/a
,MXN,"1,000,001","4,500,000",Tier rate,0.0662,-10%,"2,000,001","10,000,000",Tier rate,0.0662,-10%,n/a,n/a,n/a,n/a,n/a
,MXN,"4,500,001","40,000,000",Tier rate,0.0626,-15%,"10,000,001","20,000,000",Tier rate,0.0626,-15%,n/a,n/a,n/a,n/a,n/a
,MXN,"40,000,001","80,000,000",Tier rate,0.0589,-20%,"20,000,001","40,000,000",Tier rate,0.0589,-20%,n/a,n/a,n/a,n/a,n/a
,MXN,"80,000,001",--,Tier rate,0.0552,-25%,"40,000,001",--,Tier rate,0.0552,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Asia Pacific,MXN,0,"150,000",List rate,0.2080,0%,0,"100,000",List rate,0.2080,0%,n/a,n/a,n/a,n/a,n/a
,MXN,"150,001","1,000,000",Tier rate,0.1976,-5%,"100,001","300,000",Tier rate,0.1976,-5%,n/a,n/a,n/a,n/a,n/a
,MXN,"1,000,001","4,000,000",Tier rate,0.1872,-10%,"300,001","1,000,000",Tier rate,0.1872,-10%,n/a,n/a,n/a,n/a,n/a
,MXN,"4,000,001","25,000,000",Tier rate,0.1768,-15%,"1,000,001","10,000,000",Tier rate,0.1768,-15%,n/a,n/a,n/a,n/a,n/a
,MXN,"25,000,001","50,000,000",Tier rate,0.1664,-20%,"10,000,001","20,000,000",Tier rate,0.1664,-20%,n/a,n/a,n/a,n/a,n/a
,MXN,"50,000,001",--,Tier rate,0.1560,-25%,"20,000,001",--,Tier rate,0.1560,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Central & Eastern Europe,MXN,0,"100,000",List rate,0.3902,0%,0,"300,000",List rate,0.3902,0%,n/a,n/a,n/a,n/a,n/a
,MXN,"100,001","1,000,000",Tier rate,0.3707,-5%,"300,001","2,000,000",Tier rate,0.3707,-5%,n/a,n/a,n/a,n/a,n/a
,MXN,"1,000,001","4,500,000",Tier rate,0.3512,-10%,"2,000,001","10,000,000",Tier rate,0.3512,-10%,n/a,n/a,n/a,n/a,n/a
,MXN,"4,500,001","40,000,000",Tier rate,0.3317,-15%,"10,000,001","20,000,000",Tier rate,0.3317,-15%,n/a,n/a,n/a,n/a,n/a
,MXN,"40,000,001","80,000,000",Tier rate,0.3122,-20%,"20,000,001","40,000,000",Tier rate,0.3122,-20%,n/a,n/a,n/a,n/a,n/a
,MXN,"80,000,001",--,Tier rate,0.2927,-25%,"40,000,001",--,Tier rate,0.2927,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Latin America,MXN,0,"100,000",List rate,0.2080,0%,0,"120,000",List rate,0.2080,0%,n/a,n/a,n/a,n/a,n/a
,MXN,"100,001","1,000,000",Tier rate,0.1976,-5%,"120,001","400,000",Tier rate,0.1976,-5%,n/a,n/a,n/a,n/a,n/a
,MXN,"1,000,001","4,500,000",Tier rate,0.1872,-10%,"400,001","1,000,000",Tier rate,0.1872,-10%,n/a,n/a,n/a,n/a,n/a
,MXN,"4,500,001","15,000,000",Tier rate,0.1768,-15%,"1,000,001","5,000,000",Tier rate,0.1768,-15%,n/a,n/a,n/a,n/a,n/a
,MXN,"15,000,001","30,000,000",Tier rate,0.1664,-20%,"5,000,001","10,000,000",Tier rate,0.1664,-20%,n/a,n/a,n/a,n/a,n/a
,MXN,"30,000,001",--,Tier rate,0.1560,-25%,"10,000,001",--,Tier rate,0.1560,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Middle East,MXN,0,"100,000",List rate,0.1675,0%,0,"300,000",List rate,0.1675,0%,n/a,n/a,n/a,n/a,n/a
,MXN,"100,001","1,000,000",Tier rate,0.1591,-5%,"300,001","2,000,000",Tier rate,0.1591,-5%,n/a,n/a,n/a,n/a,n/a
,MXN,"1,000,001","4,500,000",Tier rate,0.1508,-10%,"2,000,001","10,000,000",Tier rate,0.1508,-10%,n/a,n/a,n/a,n/a,n/a
,MXN,"4,500,001","40,000,000",Tier rate,0.1424,-15%,"10,000,001","20,000,000",Tier rate,0.1424,-15%,n/a,n/a,n/a,n/a,n/a
,MXN,"40,000,001","80,000,000",Tier rate,0.1340,-20%,"20,000,001","40,000,000",Tier rate,0.1340,-20%,n/a,n/a,n/a,n/a,n/a
,MXN,"80,000,001",--,Tier rate,0.1256,-25%,"40,000,001",--,Tier rate,0.1256,-25%,n/a,n/a,n/a,n/a,n/a
Rest of Western Europe,MXN,0,"100,000",List rate,0.3147,0%,0,"300,000",List rate,0.3147,0%,n/a,n/a,n/a,n/a,n/a
,MXN,"100,001","1,000,000",Tier rate,0.2990,-5%,"300,001","2,000,000",Tier rate,0.2990,-5%,n/a,n/a,n/a,n/a,n/a
,MXN,"1,000,001","4,500,000",Tier rate,0.2832,-10%,"2,000,001","10,000,000",Tier rate,0.2832,-10%,n/a,n/a,n/a,n/a,n/a
,MXN,"4,500,001","40,000,000",Tier rate,0.2675,-15%,"10,000,001","20,000,000",Tier rate,0.2675,-15%,n/a,n/a,n/a,n/a,n/a
,MXN,"40,000,001","80,000,000",Tier rate,0.2518,-20%,"20,000,001","40,000,000",Tier rate,0.2518,-20%,n/a,n/a,n/a,n/a,n/a
,MXN,"80,000,001",--,Tier rate,0.2360,-25%,"40,000,001",--,Tier rate,0.2360,-25%,n/a,n/a,n/a,n/a,n/a
Other,MXN,0,"80,000",List rate,0.1417,0%,0,"100,000",List rate,0.1417,0%,n/a,n/a,n/a,n/a,n/a
,MXN,"80,001","750,000",Tier rate,0.1346,-5%,"100,001","500,000",Tier rate,0.1346,-5%,n/a,n/a,n/a,n/a,n/a
,MXN,"750,001","2,250,000",Tier rate,0.1275,-10%,"500,001","2,000,000",Tier rate,0.1275,-10%,n/a,n/a,n/a,n/a,n/a
,MXN,"2,250,001","3,000,000",Tier rate,0.1204,-15%,"2,000,001","5,000,000",Tier rate,0.1204,-15%,n/a,n/a,n/a,n/a,n/a
,MXN,"3,000,001","6,000,000",Tier rate,0.1134,-20%,"5,000,001","10,000,000",Tier rate,0.1134,-20%,n/a,n/a,n/a,n/a,n/a
,MXN,"6,000,001",--,Tier rate,0.1063,-25%,"10,000,001",--,Tier rate,0.1063,-25%,n/a,n/a,n/a,n/a,n/a
