"Cost per message in USD on the WhatsApp Business Platform, effective July 1, 2026 - Reflecting volume tiers for utility and authentication messages",,,,,,,,,,,,,,,,
Volume tiers apply only to utility and authentication messages. Learn more here:,,,,,https://developers.facebook.com/docs/whatsapp/pricing/volume-tiers,,,,,,,,,,,
"Market
(per rate card)",,Utility,,,,,Authentication,,,,,Authentication-International,,,,
,USD,"4,500,001","40,000,000",Tier rate,0.0255,-15%,"10,000,001","20,000,000",Tier rate,0.0255,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0240,-20%,"20,000,001","40,000,000",Tier rate,0.0240,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0225,-25%,"40,000,001",--,Tier rate,0.0225,-25%,n/a,n/a,n/a,n/a,n/a
Germany,USD,0,"100,000",List rate,0.0550,0%,0,"300,000",List rate,0.0550,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0523,-5%,"300,001","2,000,000",Tier rate,0.0523,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0495,-10%,"2,000,001","10,000,000",Tier rate,0.0495,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","40,000,000",Tier rate,0.0468,-15%,"10,000,001","20,000,000",Tier rate,0.0468,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0440,-20%,"20,000,001","40,000,000",Tier rate,0.0440,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0413,-25%,"40,000,001",--,Tier rate,0.0413,-25%,n/a,n/a,n/a,n/a,n/a
Hong Kong,USD,0,"150,000",List rate,0.0260,0%,0,"100,000",List rate,0.0260,0%,n/a,n/a,n/a,n/a,n/a
,USD,"150,001","1,000,000",Tier rate,0.0247,-5%,"100,001","300,000",Tier rate,0.0247,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,000,000",Tier rate,0.0234,-10%,"300,001","1,000,000",Tier rate,0.0234,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,000,001","25,000,000",Tier rate,0.0221,-15%,"1,000,001","10,000,000",Tier rate,0.0221,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"25,000,001","50,000,000",Tier rate,0.0208,-20%,"10,000,001","20,000,000",Tier rate,0.0208,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"50,000,001",--,Tier rate,0.0195,-25%,"20,000,001",--,Tier rate,0.0195,-25%,n/a,n/a,n/a,n/a,n/a
Hungary,USD,0,"100,000",List rate,0.0350,0%,0,"300,000",List rate,0.0350,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0333,-5%,"300,001","2,000,000",Tier rate,0.0333,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0315,-10%,"2,000,001","10,000,000",Tier rate,0.0315,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","40,000,000",Tier rate,0.0298,-15%,"10,000,001","20,000,000",Tier rate,0.0298,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0280,-20%,"20,000,001","40,000,000",Tier rate,0.0280,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0263,-25%,"40,000,001",--,Tier rate,0.0263,-25%,n/a,n/a,n/a,n/a,n/a
India,USD,0,"25,000,000",List rate,0.0014,0%,0,"750,000",List rate,0.0014,0%,0,"750,000",List rate,0.0304,0%
,USD,"25,000,001","50,000,000",Tier rate,0.0013,-6%,"750,001","15,000,000",Tier rate,0.0013,-6%,"750,001","15,000,000",Tier rate,0.0286,-6%
,USD,"50,000,001","100,000,000",Tier rate,0.0012,-12%,"15,000,001","20,000,000",Tier rate,0.0012,-12%,"15,000,001","20,000,000",Tier rate,0.0268,-12%
,USD,"100,000,001","200,000,000",Tier rate,0.0011,-18%,"20,000,001","50,000,000",Tier rate,0.0011,-18%,"20,000,001","50,000,000",Tier rate,0.0249,-18%
,USD,"200,000,001","300,000,000",Tier rate,0.0011,-24%,"50,000,001","100,000,000",Tier rate,0.0011,-24%,"50,000,001","100,000,000",Tier rate,0.0231,-24%
,USD,"300,000,001",--,Tier rate,0.0010,-30%,"100,000,001",--,Tier rate,0.0010,-30%,"100,000,001",--,Tier rate,0.0213,-30%
Indonesia,USD,0,"750,000",List rate,0.0250,0%,0,"750,000",List rate,0.0250,0%,0,"750,000",List rate,0.1360,0%
,USD,"750,001","4,000,000",Tier rate,0.0238,-5%,"750,001","2,000,000",Tier rate,0.0238,-5%,"750,001","2,000,000",Tier rate,0.1292,-5%
,USD,"4,000,001","25,000,000",Tier rate,0.0225,-10%,"2,000,001","6,000,000",Tier rate,0.0225,-10%,"2,000,001","6,000,000",Tier rate,0.1224,-10%
,USD,"25,000,001","75,000,000",Tier rate,0.0213,-15%,"6,000,001","30,000,000",Tier rate,0.0213,-15%,"6,000,001","30,000,000",Tier rate,0.1156,-15%
,USD,"75,000,001","150,000,000",Tier rate,0.0200,-20%,"30,000,001","60,000,000",Tier rate,0.0200,-20%,"30,000,001","60,000,000",Tier rate,0.1088,-20%
,USD,"150,000,001",--,Tier rate,0.0188,-25%,"60,000,001",--,Tier rate,0.0188,-25%,"60,000,001",--,Tier rate,0.1020,-25%
Israel,USD,0,"100,000",List rate,0.0053,0%,0,"300,000",List rate,0.0053,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0050,-5%,"300,001","2,000,000",Tier rate,0.0050,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0048,-10%,"2,000,001","10,000,000",Tier rate,0.0048,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","40,000,000",Tier rate,0.0045,-15%,"10,000,001","20,000,000",Tier rate,0.0045,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0042,-20%,"20,000,001","40,000,000",Tier rate,0.0042,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0040,-25%,"40,000,001",--,Tier rate,0.0040,-25%,n/a,n/a,n/a,n/a,n/a
Italy,USD,0,"100,000",List rate,0.0300,0%,0,"300,000",List rate,0.0300,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0285,-5%,"300,001","2,000,000",Tier rate,0.0285,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0270,-10%,"2,000,001","10,000,000",Tier rate,0.0270,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","40,000,000",Tier rate,0.0255,-15%,"10,000,001","20,000,000",Tier rate,0.0255,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0240,-20%,"20,000,001","40,000,000",Tier rate,0.0240,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0225,-25%,"40,000,001",--,Tier rate,0.0225,-25%,n/a,n/a,n/a,n/a,n/a
Malaysia,USD,0,"150,000",List rate,0.0140,0%,0,"100,000",List rate,0.0140,0%,0,"100,000",List rate,0.0418,0%
,USD,"150,001","1,000,000",Tier rate,0.0133,-5%,"100,001","300,000",Tier rate,0.0133,-5%,"100,001","300,000",Tier rate,0.0397,-5%
,USD,"1,000,001","4,000,000",Tier rate,0.0126,-10%,"300,001","1,000,000",Tier rate,0.0126,-10%,"300,001","1,000,000",Tier rate,0.0376,-10%
,USD,"4,000,001","25,000,000",Tier rate,0.0119,-15%,"1,000,001","10,000,000",Tier rate,0.0119,-15%,"1,000,001","10,000,000",Tier rate,0.0355,-15%
,USD,"25,000,001","50,000,000",Tier rate,0.0112,-20%,"10,000,001","20,000,000",Tier rate,0.0112,-20%,"10,000,001","20,000,000",Tier rate,0.0334,-20%
,USD,"50,000,001",--,Tier rate,0.0105,-25%,"20,000,001",--,Tier rate,0.0105,-25%,"20,000,001",--,Tier rate,0.0314,-25%
Mexico,USD,0,"1,000,000",List rate,0.0085,0%,0,"250,000",List rate,0.0085,0%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","5,000,000",Tier rate,0.0081,-5%,"250,001","1,000,000",Tier rate,0.0081,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"5,000,001","10,000,000",Tier rate,0.0077,-10%,"1,000,001","3,000,000",Tier rate,0.0077,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"10,000,001","20,000,000",Tier rate,0.0072,-15%,"3,000,001","5,000,000",Tier rate,0.0072,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"20,000,001","40,000,000",Tier rate,0.0068,-20%,"5,000,001","10,000,000",Tier rate,0.0068,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001",--,Tier rate,0.0064,-25%,"10,000,001",--,Tier rate,0.0064,-25%,n/a,n/a,n/a,n/a,n/a
Netherlands,USD,0,"100,000",List rate,0.0500,0%,0,"300,000",List rate,0.0500,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0475,-5%,"300,001","2,000,000",Tier rate,0.0475,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0450,-10%,"2,000,001","10,000,000",Tier rate,0.0450,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","40,000,000",Tier rate,0.0425,-15%,"10,000,001","20,000,000",Tier rate,0.0425,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0400,-20%,"20,000,001","40,000,000",Tier rate,0.0400,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0375,-25%,"40,000,001",--,Tier rate,0.0375,-25%,n/a,n/a,n/a,n/a,n/a
Nigeria,USD,0,"100,000",List rate,0.0067,0%,0,"300,000",List rate,0.0067,0%,0,"300,000",List rate,0.0750,0%
,USD,"100,001","1,000,000",Tier rate,0.0064,-5%,"300,001","2,000,000",Tier rate,0.0064,-5%,"300,001","2,000,000",Tier rate,0.0713,-5%
,USD,"1,000,001","4,500,000",Tier rate,0.0060,-10%,"2,000,001","10,000,000",Tier rate,0.0060,-10%,"2,000,001","10,000,000",Tier rate,0.0675,-10%
,USD,"4,500,001","40,000,000",Tier rate,0.0057,-15%,"10,000,001","20,000,000",Tier rate,0.0057,-15%,"10,000,001","20,000,000",Tier rate,0.0638,-15%
,USD,"40,000,001","80,000,000",Tier rate,0.0054,-20%,"20,000,001","40,000,000",Tier rate,0.0054,-20%,"20,000,001","40,000,000",Tier rate,0.0600,-20%
,USD,"80,000,001",--,Tier rate,0.0050,-25%,"40,000,001",--,Tier rate,0.0050,-25%,"40,000,001",--,Tier rate,0.0563,-25%
Pakistan,USD,0,"150,000",List rate,0.0100,0%,0,"100,000",List rate,0.0100,0%,0,"100,000",List rate,0.0750,0%
,USD,"150,001","1,000,000",Tier rate,0.0095,-5%,"100,001","300,000",Tier rate,0.0095,-5%,"100,001","300,000",Tier rate,0.0713,-5%
,USD,"1,000,001","4,000,000",Tier rate,0.0090,-10%,"300,001","1,000,000",Tier rate,0.0090,-10%,"300,001","1,000,000",Tier rate,0.0675,-10%
,USD,"4,000,001","25,000,000",Tier rate,0.0085,-15%,"1,000,001","10,000,000",Tier rate,0.0085,-15%,"1,000,001","10,000,000",Tier rate,0.0638,-15%
,USD,"25,000,001","50,000,000",Tier rate,0.0080,-20%,"10,000,001","20,000,000",Tier rate,0.0080,-20%,"10,000,001","20,000,000",Tier rate,0.0600,-20%
,USD,"50,000,001",--,Tier rate,0.0075,-25%,"20,000,001",--,Tier rate,0.0075,-25%,"20,000,001",--,Tier rate,0.0563,-25%
Peru,USD,0,"100,000",List rate,0.0200,0%,0,"120,000",List rate,0.0200,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0190,-5%,"120,001","400,000",Tier rate,0.0190,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0180,-10%,"400,001","1,000,000",Tier rate,0.0180,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","15,000,000",Tier rate,0.0170,-15%,"1,000,001","5,000,000",Tier rate,0.0170,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"15,000,001","30,000,000",Tier rate,0.0160,-20%,"5,000,001","10,000,000",Tier rate,0.0160,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"30,000,001",--,Tier rate,0.0150,-25%,"10,000,001",--,Tier rate,0.0150,-25%,n/a,n/a,n/a,n/a,n/a
Poland,USD,0,"100,000",List rate,0.0122,0%,0,"300,000",List rate,0.0122,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0116,-5%,"300,001","2,000,000",Tier rate,0.0116,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0110,-10%,"2,000,001","10,000,000",Tier rate,0.0110,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","40,000,000",Tier rate,0.0104,-15%,"10,000,001","20,000,000",Tier rate,0.0104,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0098,-20%,"20,000,001","40,000,000",Tier rate,0.0098,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0092,-25%,"40,000,001",--,Tier rate,0.0092,-25%,n/a,n/a,n/a,n/a,n/a
Qatar,USD,0,"100,000",List rate,0.0120,0%,0,"300,000",List rate,0.0120,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0114,-5%,"300,001","2,000,000",Tier rate,0.0114,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0108,-10%,"2,000,001","10,000,000",Tier rate,0.0108,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","40,000,000",Tier rate,0.0102,-15%,"10,000,001","20,000,000",Tier rate,0.0102,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0096,-20%,"20,000,001","40,000,000",Tier rate,0.0096,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0090,-25%,"40,000,001",--,Tier rate,0.0090,-25%,n/a,n/a,n/a,n/a,n/a
Romania,USD,0,"100,000",List rate,0.0290,0%,0,"300,000",List rate,0.0290,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0276,-5%,"300,001","2,000,000",Tier rate,0.0276,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0261,-10%,"2,000,001","10,000,000",Tier rate,0.0261,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","40,000,000",Tier rate,0.0247,-15%,"10,000,001","20,000,000",Tier rate,0.0247,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0232,-20%,"20,000,001","40,000,000",Tier rate,0.0232,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0218,-25%,"40,000,001",--,Tier rate,0.0218,-25%,n/a,n/a,n/a,n/a,n/a
Russia,USD,0,"100,000",List rate,0.0400,0%,0,"300,000",List rate,0.0400,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0380,-5%,"300,001","2,000,000",Tier rate,0.0380,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0360,-10%,"2,000,001","10,000,000",Tier rate,0.0360,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","40,000,000",Tier rate,0.0340,-15%,"10,000,001","20,000,000",Tier rate,0.0340,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0320,-20%,"20,000,001","40,000,000",Tier rate,0.0320,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0300,-25%,"40,000,001",--,Tier rate,0.0300,-25%,n/a,n/a,n/a,n/a,n/a
Saudi Arabia,USD,0,"100,000",List rate,0.0107,0%,0,"300,000",List rate,0.0107,0%,0,"300,000",List rate,0.0598,0%
,USD,"100,001","1,000,000",Tier rate,0.0102,-5%,"300,001","2,000,000",Tier rate,0.0102,-5%,"300,001","2,000,000",Tier rate,0.0568,-5%
,USD,"1,000,001","4,500,000",Tier rate,0.0096,-10%,"2,000,001","10,000,000",Tier rate,0.0096,-10%,"2,000,001","10,000,000",Tier rate,0.0538,-10%
,USD,"4,500,001","40,000,000",Tier rate,0.0091,-15%,"10,000,001","20,000,000",Tier rate,0.0091,-15%,"10,000,001","20,000,000",Tier rate,0.0508,-15%
,USD,"40,000,001","80,000,000",Tier rate,0.0086,-20%,"20,000,001","40,000,000",Tier rate,0.0086,-20%,"20,000,001","40,000,000",Tier rate,0.0478,-20%
,USD,"80,000,001",--,Tier rate,0.0080,-25%,"40,000,001",--,Tier rate,0.0080,-25%,"40,000,001",--,Tier rate,0.0449,-25%
Singapore,USD,0,"150,000",List rate,0.0160,0%,0,"100,000",List rate,0.0160,0%,n/a,n/a,n/a,n/a,n/a
,USD,"150,001","1,000,000",Tier rate,0.0152,-5%,"100,001","300,000",Tier rate,0.0152,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,000,000",Tier rate,0.0144,-10%,"300,001","1,000,000",Tier rate,0.0144,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,000,001","25,000,000",Tier rate,0.0136,-15%,"1,000,001","10,000,000",Tier rate,0.0136,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"25,000,001","50,000,000",Tier rate,0.0128,-20%,"10,000,001","20,000,000",Tier rate,0.0128,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"50,000,001",--,Tier rate,0.0120,-25%,"20,000,001",--,Tier rate,0.0120,-25%,n/a,n/a,n/a,n/a,n/a
South Africa,USD,0,"100,000",List rate,0.0076,0%,0,"300,000",List rate,0.0076,0%,0,"300,000",List rate,0.0200,0%
,USD,"100,001","1,000,000",Tier rate,0.0072,-5%,"300,001","2,000,000",Tier rate,0.0072,-5%,"300,001","2,000,000",Tier rate,0.0190,-5%
,USD,"1,000,001","4,500,000",Tier rate,0.0068,-10%,"2,000,001","10,000,000",Tier rate,0.0068,-10%,"2,000,001","10,000,000",Tier rate,0.0180,-10%
,USD,"4,500,001","40,000,000",Tier rate,0.0065,-15%,"10,000,001","20,000,000",Tier rate,0.0065,-15%,"10,000,001","20,000,000",Tier rate,0.0170,-15%
,USD,"40,000,001","80,000,000",Tier rate,0.0061,-20%,"20,000,001","40,000,000",Tier rate,0.0061,-20%,"20,000,001","40,000,000",Tier rate,0.0160,-20%
,USD,"80,000,001",--,Tier rate,0.0057,-25%,"40,000,001",--,Tier rate,0.0057,-25%,"40,000,001",--,Tier rate,0.0150,-25%
Spain,USD,0,"100,000",List rate,0.0200,0%,0,"300,000",List rate,0.0200,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0190,-5%,"300,001","2,000,000",Tier rate,0.0190,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0180,-10%,"2,000,001","10,000,000",Tier rate,0.0180,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","40,000,000",Tier rate,0.0170,-15%,"10,000,001","20,000,000",Tier rate,0.0170,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0160,-20%,"20,000,001","40,000,000",Tier rate,0.0160,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0150,-25%,"40,000,001",--,Tier rate,0.0150,-25%,n/a,n/a,n/a,n/a,n/a
Turkey,USD,0,"100,000",List rate,0.0009,0%,0,"300,000",List rate,0.0009,0%,n/a,n/a,n/a,n/a,n/a
,USD,"100,001","1,000,000",Tier rate,0.0009,-5%,"300,001","2,000,000",Tier rate,0.0009,-5%,n/a,n/a,n/a,n/a,n/a
,USD,"1,000,001","4,500,000",Tier rate,0.0008,-10%,"2,000,001","10,000,000",Tier rate,0.0008,-10%,n/a,n/a,n/a,n/a,n/a
,USD,"4,500,001","40,000,000",Tier rate,0.0008,-15%,"10,000,001","20,000,000",Tier rate,0.0008,-15%,n/a,n/a,n/a,n/a,n/a
,USD,"40,000,001","80,000,000",Tier rate,0.0007,-20%,"20,000,001","40,000,000",Tier rate,0.0007,-20%,n/a,n/a,n/a,n/a,n/a
,USD,"80,000,001",--,Tier rate,0.0007,-25%,"40,000,001",--,Tier rate,0.0007,-25%,n/a,n/a,n/a,n/a,n/a
United Arab Emirates,USD,0,"100,000",List rate,0.0157,0%,0,"300,000",List rate,0.0157,0%,0,"300,000",List rate,0.0510,0%
,USD,"100,001","1,000,000",Tier rate,0.0149,-5%,"300,001","2,000,000",Tier rate,0.0149,-5%,"300,001","2,000,000",Tier rate,0.0485,-5%
,USD,"1,000,001","4,500,000",Tier rate,0.0141,-10%,"2,000,001","10,000,000",Tier rate,0.0141,-10%,"2,000,001","10,000,000",Tier rate,0.0459,-10%
,USD,"4,500,001","40,000,000",Tier rate,0.0133,-15%,"10,000,001","20,000,000",Tier rate,0.0133,-15%,"10,000,001","20,000,000",Tier rate,0.0434,-15%
,USD,"40,000,001","80,000,000",Tier rate,0.0126,-20%,"20,000,001","40,000,000",Tier rate,0.0126,-20%,"20,000,001","40,000,000",Tier rate,0.0408,-20%
,USD,"80,000,001",--,Tier rate,0.0118,-25%,"40,000,001",--,Tier rate,0.0118,-25%,"40,000,001",--,Tier rate,0.0383,-25%
United Kingdom,USD,0,"100,000",List rate,0.0220,0%,0,"300,000",List rate,0.0220,0%,n/a,n/a,n/a,n/a,n/a
